well,electrode,mean_spikes,median_spikes,std_spikes,min_spikes,max_spikes,total_spikes,frac_nonzero,n_measurements
5,1,27.634146341463413,2.0,150.256164371344,0.0,977.0,1133,0.8536585365853658,41
5,2,36.75609756097561,3.0,103.36904770672584,0.0,477.0,1507,0.9512195121951219,41
5,3,82.1951219512195,7.0,219.63242236021165,0.0,1072.0,3370,0.975609756097561,41
5,4,187.14634146341464,5.0,318.6992282644739,0.0,1301.0,7673,0.975609756097561,41
5,5,106.3170731707317,2.0,399.34253522535533,0.0,2115.0,4359,0.9024390243902439,41
5,6,304.8048780487805,5.0,630.6410683180849,0.0,2718.0,12497,0.9512195121951219,41
5,7,582.5121951219512,98.0,863.0271488240544,0.0,3153.0,23883,0.926829268292683,41
5,8,166.97560975609755,26.0,217.35712860712783,1.0,786.0,6846,1.0,41
5,9,19.804878048780488,2.0,75.05224830879246,0.0,358.0,812,0.8780487804878049,41
5,10,100.41463414634147,3.0,420.7051557546267,0.0,2654.0,4117,0.8536585365853658,41
5,11,36.53658536585366,7.0,59.70663956255174,0.0,285.0,1498,0.9024390243902439,41
5,12,253.1219512195122,17.0,615.3647815695929,0.0,2917.0,10378,0.8780487804878049,41
5,13,2.5121951219512195,2.0,2.2965716890406522,0.0,12.0,103,0.8780487804878049,41
5,14,57.292682926829265,4.0,205.11379874173585,0.0,1295.0,2349,0.926829268292683,41
5,15,19.902439024390244,3.0,86.45845044058878,0.0,563.0,816,0.8780487804878049,41
5,16,62.80487804878049,3.0,233.97886286775474,0.0,1398.0,2575,0.8536585365853658,41
6,1,64.8048780487805,3.0,190.35592074209433,0.0,1029.0,2657,0.9024390243902439,41
6,2,444.7560975609756,27.0,843.5492317376969,0.0,3994.0,18235,0.8536585365853658,41
6,3,1025.121951219512,511.0,1269.8118776575116,1.0,4435.0,42030,1.0,41
6,4,17.390243902439025,3.0,72.41104822344835,0.0,466.0,713,0.8292682926829268,41
6,5,119.60975609756098,4.0,302.0280941583351,0.0,1306.0,4904,0.8536585365853658,41
6,6,8.121951219512194,3.0,17.302467217206292,0.0,73.0,333,0.8048780487804879,41
6,7,87.73170731707317,4.0,214.07031263289076,0.0,1102.0,3597,0.8292682926829268,41
