id,date,well,n_electrodes_inactive,n_electrodes_present,n_electrodes_total,fraction_inactive_in_well
33,2025-03-17,31,2,16,16,0.125
33,2025-03-17,32,1,16,16,0.0625
33,2025-03-17,33,4,16,16,0.25
33,2025-03-17,34,3,16,16,0.1875
33,2025-03-17,35,2,16,16,0.125
33,2025-03-17,36,3,16,16,0.1875
33,2025-03-17,37,1,16,16,0.0625
33,2025-03-17,38,0,16,16,0.0
33,2025-03-17,39,0,16,16,0.0
33,2025-03-17,40,2,16,16,0.125
33,2025-03-17,41,1,16,16,0.0625
33,2025-03-17,42,2,16,16,0.125
33,2025-03-17,43,0,16,16,0.0
33,2025-03-17,44,2,16,16,0.125
33,2025-03-17,45,4,16,16,0.25
33,2025-03-17,46,1,16,16,0.0625
33,2025-03-17,47,0,16,16,0.0
33,2025-03-17,48,1,16,16,0.0625
34,2025-03-18,1,1,16,16,0.0625
34,2025-03-18,2,1,16,16,0.0625
34,2025-03-18,3,0,16,16,0.0
34,2025-03-18,4,1,16,16,0.0625
34,2025-03-18,5,0,16,16,0.0
34,2025-03-18,6,1,16,16,0.0625
34,2025-03-18,7,1,16,16,0.0625
34,2025-03-18,8,2,16,16,0.125
34,2025-03-18,9,1,16,16,0.0625
34,2025-03-18,10,1,16,16,0.0625
34,2025-03-18,11,0,16,16,0.0
34,2025-03-18,12,1,16,16,0.0625
34,2025-03-18,13,2,16,16,0.125
34,2025-03-18,14,0,16,16,0.0
34,2025-03-18,15,0,16,16,0.0
34,2025-03-18,16,0,16,16,0.0
34,2025-03-18,17,2,16,16,0.125
34,2025-03-18,18,1,16,16,0.0625
34,2025-03-18,19,3,16,16,0.1875
34,2025-03-18,20,1,16,16,0.0625
34,2025-03-18,21,0,16,16,0.0
34,2025-03-18,22,0,16,16,0.0
34,2025-03-18,23,0,16,16,0.0
34,2025-03-18,24,0,16,16,0.0
34,2025-03-18,25,2,16,16,0.125
34,2025-03-18,26,2,16,16,0.125
34,2025-03-18,27,0,16,16,0.0
34,2025-03-18,28,1,16,16,0.0625
34,2025-03-18,29,0,16,16,0.0
34,2025-03-18,30,1,16,16,0.0625
34,2025-03-18,31,1,16,16,0.0625
34,2025-03-18,32,2,16,16,0.125
34,2025-03-18,33,2,16,16,0.125
34,2025-03-18,34,0,16,16,0.0
34,2025-03-18,35,2,16,16,0.125
34,2025-03-18,36,2,16,16,0.125
34,2025-03-18,37,1,16,16,0.0625
34,2025-03-18,38,1,16,16,0.0625
34,2025-03-18,39,2,16,16,0.125
34,2025-03-18,40,2,16,16,0.125
34,2025-03-18,41,2,16,16,0.125
34,2025-03-18,42,1,16,16,0.0625
34,2025-03-18,43,4,16,16,0.25
34,2025-03-18,44,4,16,16,0.25
34,2025-03-18,45,0,16,16,0.0
34,2025-03-18,46,0,16,16,0.0
34,2025-03-18,47,1,16,16,0.0625
34,2025-03-18,48,0,16,16,0.0
35,2025-03-19,1,0,16,16,0.0
35,2025-03-19,2,0,16,16,0.0
35,2025-03-19,3,0,16,16,0.0
35,2025-03-19,4,3,16,16,0.1875
35,2025-03-19,5,0,16,16,0.0
35,2025-03-19,6,2,16,16,0.125
35,2025-03-19,7,4,16,16,0.25
35,2025-03-19,8,1,16,16,0.0625
35,2025-03-19,9,2,16,16,0.125
35,2025-03-19,10,1,16,16,0.0625
35,2025-03-19,11,1,16,16,0.0625
35,2025-03-19,12,1,16,16,0.0625
35,2025-03-19,13,1,16,16,0.0625
35,2025-03-19,14,0,16,16,0.0
35,2025-03-19,15,1,16,16,0.0625
35,2025-03-19,16,2,16,16,0.125
35,2025-03-19,17,3,16,16,0.1875
35,2025-03-19,18,1,16,16,0.0625
35,2025-03-19,19,2,16,16,0.125
35,2025-03-19,20,1,16,16,0.0625
35,2025-03-19,21,1,16,16,0.0625
35,2025-03-19,22,3,16,16,0.1875
35,2025-03-19,23,1,16,16,0.0625
35,2025-03-19,24,2,16,16,0.125
35,2025-03-19,25,1,16,16,0.0625
35,2025-03-19,26,0,16,16,0.0
35,2025-03-19,27,0,16,16,0.0
35,2025-03-19,28,2,16,16,0.125
35,2025-03-19,29,0,16,16,0.0
35,2025-03-19,30,1,16,16,0.0625
35,2025-03-19,31,1,16,16,0.0625
35,2025-03-19,32,0,16,16,0.0
35,2025-03-19,33,3,16,16,0.1875
35,2025-03-19,34,1,16,16,0.0625
35,2025-03-19,35,0,16,16,0.0
35,2025-03-19,36,2,16,16,0.125
35,2025-03-19,37,1,16,16,0.0625
35,2025-03-19,38,2,16,16,0.125
35,2025-03-19,39,2,16,16,0.125
35,2025-03-19,40,1,16,16,0.0625
35,2025-03-19,41,2,16,16,0.125
35,2025-03-19,42,2,16,16,0.125
35,2025-03-19,43,2,16,16,0.125
35,2025-03-19,44,2,16,16,0.125
35,2025-03-19,45,1,16,16,0.0625
35,2025-03-19,46,1,16,16,0.0625
35,2025-03-19,47,0,16,16,0.0
35,2025-03-19,48,0,16,16,0.0
36,2025-03-20,1,2,16,16,0.125
36,2025-03-20,2,4,16,16,0.25
36,2025-03-20,3,3,16,16,0.1875
36,2025-03-20,4,3,16,16,0.1875
36,2025-03-20,5,0,16,16,0.0
36,2025-03-20,6,0,16,16,0.0
36,2025-03-20,7,1,16,16,0.0625
36,2025-03-20,8,4,16,16,0.25
36,2025-03-20,9,2,16,16,0.125
36,2025-03-20,10,0,16,16,0.0
36,2025-03-20,11,1,16,16,0.0625
36,2025-03-20,12,1,16,16,0.0625
36,2025-03-20,13,0,16,16,0.0
36,2025-03-20,14,0,16,16,0.0
36,2025-03-20,15,1,16,16,0.0625
36,2025-03-20,16,3,16,16,0.1875
36,2025-03-20,17,1,16,16,0.0625
36,2025-03-20,18,2,16,16,0.125
36,2025-03-20,19,0,16,16,0.0
36,2025-03-20,20,1,16,16,0.0625
36,2025-03-20,21,0,16,16,0.0
36,2025-03-20,22,0,16,16,0.0
36,2025-03-20,23,3,16,16,0.1875
36,2025-03-20,24,2,16,16,0.125
36,2025-03-20,25,0,16,16,0.0
36,2025-03-20,26,3,16,16,0.1875
36,2025-03-20,27,2,16,16,0.125
36,2025-03-20,28,0,16,16,0.0
36,2025-03-20,29,0,16,16,0.0
36,2025-03-20,30,0,16,16,0.0
36,2025-03-20,31,1,16,16,0.0625
36,2025-03-20,32,0,16,16,0.0
36,2025-03-20,33,2,16,16,0.125
36,2025-03-20,34,0,16,16,0.0
36,2025-03-20,35,0,16,16,0.0
36,2025-03-20,36,1,16,16,0.0625
36,2025-03-20,37,1,16,16,0.0625
36,2025-03-20,38,1,16,16,0.0625
36,2025-03-20,39,2,16,16,0.125
36,2025-03-20,40,3,16,16,0.1875
36,2025-03-20,41,3,16,16,0.1875
36,2025-03-20,42,1,16,16,0.0625
36,2025-03-20,43,0,16,16,0.0
36,2025-03-20,44,2,16,16,0.125
36,2025-03-20,45,0,16,16,0.0
36,2025-03-20,46,0,16,16,0.0
36,2025-03-20,47,0,16,16,0.0
36,2025-03-20,48,0,16,16,0.0
37,2025-03-21,1,1,16,16,0.0625
37,2025-03-21,2,5,16,16,0.3125
37,2025-03-21,3,2,16,16,0.125
37,2025-03-21,4,4,16,16,0.25
37,2025-03-21,5,0,16,16,0.0
37,2025-03-21,6,0,16,16,0.0
37,2025-03-21,7,2,16,16,0.125
37,2025-03-21,8,2,16,16,0.125
37,2025-03-21,9,4,16,16,0.25
37,2025-03-21,10,2,16,16,0.125
37,2025-03-21,11,2,16,16,0.125
37,2025-03-21,12,0,16,16,0.0
37,2025-03-21,13,0,16,16,0.0
37,2025-03-21,14,0,16,16,0.0
37,2025-03-21,15,1,16,16,0.0625
37,2025-03-21,16,0,16,16,0.0
37,2025-03-21,17,1,16,16,0.0625
37,2025-03-21,18,2,16,16,0.125
37,2025-03-21,19,0,16,16,0.0
37,2025-03-21,20,0,16,16,0.0
37,2025-03-21,21,1,16,16,0.0625
37,2025-03-21,22,1,16,16,0.0625
37,2025-03-21,23,2,16,16,0.125
37,2025-03-21,24,2,16,16,0.125
37,2025-03-21,25,2,16,16,0.125
37,2025-03-21,26,0,16,16,0.0
37,2025-03-21,27,3,16,16,0.1875
37,2025-03-21,28,2,16,16,0.125
37,2025-03-21,29,0,16,16,0.0
37,2025-03-21,30,0,16,16,0.0
37,2025-03-21,31,1,16,16,0.0625
37,2025-03-21,32,0,16,16,0.0
37,2025-03-21,33,2,16,16,0.125
37,2025-03-21,34,2,16,16,0.125
37,2025-03-21,35,3,16,16,0.1875
37,2025-03-21,36,2,16,16,0.125
37,2025-03-21,37,1,16,16,0.0625
37,2025-03-21,38,1,16,16,0.0625
37,2025-03-21,39,0,16,16,0.0
37,2025-03-21,40,3,16,16,0.1875
37,2025-03-21,41,3,16,16,0.1875
37,2025-03-21,42,2,16,16,0.125
37,2025-03-21,43,2,16,16,0.125
37,2025-03-21,44,2,16,16,0.125
37,2025-03-21,45,2,16,16,0.125
37,2025-03-21,46,1,16,16,0.0625
37,2025-03-21,47,0,16,16,0.0
37,2025-03-21,48,1,16,16,0.0625
38,2025-03-24,1,0,16,16,0.0
38,2025-03-24,2,0,16,16,0.0
38,2025-03-24,3,0,16,16,0.0
38,2025-03-24,4,2,16,16,0.125
38,2025-03-24,5,2,16,16,0.125
38,2025-03-24,6,1,16,16,0.0625
38,2025-03-24,7,0,16,16,0.0
38,2025-03-24,8,1,16,16,0.0625
38,2025-03-24,9,2,16,16,0.125
38,2025-03-24,10,3,16,16,0.1875
38,2025-03-24,11,0,16,16,0.0
38,2025-03-24,12,2,16,16,0.125
38,2025-03-24,13,0,16,16,0.0
38,2025-03-24,14,0,16,16,0.0
38,2025-03-24,15,3,16,16,0.1875
38,2025-03-24,16,2,16,16,0.125
38,2025-03-24,17,1,16,16,0.0625
38,2025-03-24,18,1,16,16,0.0625
38,2025-03-24,19,0,16,16,0.0
38,2025-03-24,20,2,16,16,0.125
38,2025-03-24,21,0,16,16,0.0
38,2025-03-24,22,2,16,16,0.125
38,2025-03-24,23,0,16,16,0.0
38,2025-03-24,24,1,16,16,0.0625
38,2025-03-24,25,1,16,16,0.0625
38,2025-03-24,26,2,16,16,0.125
38,2025-03-24,27,3,16,16,0.1875
38,2025-03-24,28,1,16,16,0.0625
38,2025-03-24,29,0,16,16,0.0
38,2025-03-24,30,1,16,16,0.0625
38,2025-03-24,31,1,16,16,0.0625
38,2025-03-24,32,1,16,16,0.0625
38,2025-03-24,33,1,16,16,0.0625
38,2025-03-24,34,2,16,16,0.125
38,2025-03-24,35,0,16,16,0.0
38,2025-03-24,36,0,16,16,0.0
38,2025-03-24,37,1,16,16,0.0625
38,2025-03-24,38,0,16,16,0.0
38,2025-03-24,39,2,16,16,0.125
38,2025-03-24,40,0,16,16,0.0
38,2025-03-24,41,1,16,16,0.0625
38,2025-03-24,42,2,16,16,0.125
38,2025-03-24,43,1,16,16,0.0625
38,2025-03-24,44,2,16,16,0.125
38,2025-03-24,45,3,16,16,0.1875
38,2025-03-24,46,0,16,16,0.0
38,2025-03-24,47,2,16,16,0.125
38,2025-03-24,48,2,16,16,0.125
39,2025-03-25,1,3,16,16,0.1875
39,2025-03-25,2,5,16,16,0.3125
39,2025-03-25,3,1,16,16,0.0625
39,2025-03-25,4,1,16,16,0.0625
39,2025-03-25,5,0,16,16,0.0
39,2025-03-25,6,4,16,16,0.25
39,2025-03-25,7,1,16,16,0.0625
39,2025-03-25,8,1,16,16,0.0625
39,2025-03-25,9,0,16,16,0.0
39,2025-03-25,10,1,16,16,0.0625
39,2025-03-25,11,2,16,16,0.125
39,2025-03-25,12,0,16,16,0.0
39,2025-03-25,13,0,16,16,0.0
39,2025-03-25,14,0,16,16,0.0
39,2025-03-25,15,1,16,16,0.0625
39,2025-03-25,16,2,16,16,0.125
39,2025-03-25,17,1,16,16,0.0625
39,2025-03-25,18,2,16,16,0.125
39,2025-03-25,19,1,16,16,0.0625
39,2025-03-25,20,0,16,16,0.0
39,2025-03-25,21,0,16,16,0.0
39,2025-03-25,22,2,16,16,0.125
39,2025-03-25,23,0,16,16,0.0
39,2025-03-25,24,2,16,16,0.125
39,2025-03-25,25,1,16,16,0.0625
39,2025-03-25,26,2,16,16,0.125
39,2025-03-25,27,2,16,16,0.125
39,2025-03-25,28,0,16,16,0.0
39,2025-03-25,29,0,16,16,0.0
39,2025-03-25,30,1,16,16,0.0625
39,2025-03-25,31,2,16,16,0.125
39,2025-03-25,32,2,16,16,0.125
39,2025-03-25,33,1,16,16,0.0625
39,2025-03-25,34,1,16,16,0.0625
39,2025-03-25,35,0,16,16,0.0
39,2025-03-25,36,3,16,16,0.1875
39,2025-03-25,37,3,16,16,0.1875
39,2025-03-25,38,0,16,16,0.0
39,2025-03-25,39,0,16,16,0.0
39,2025-03-25,40,4,16,16,0.25
39,2025-03-25,41,1,16,16,0.0625
39,2025-03-25,42,3,16,16,0.1875
39,2025-03-25,43,1,16,16,0.0625
39,2025-03-25,44,0,16,16,0.0
39,2025-03-25,45,1,16,16,0.0625
39,2025-03-25,46,0,16,16,0.0
39,2025-03-25,47,6,16,16,0.375
39,2025-03-25,48,3,16,16,0.1875
40,2025-03-26,1,1,16,16,0.0625
40,2025-03-26,2,0,16,16,0.0
40,2025-03-26,3,1,16,16,0.0625
40,2025-03-26,4,3,16,16,0.1875
40,2025-03-26,5,1,16,16,0.0625
40,2025-03-26,6,0,16,16,0.0
40,2025-03-26,7,0,16,16,0.0
40,2025-03-26,8,3,16,16,0.1875
40,2025-03-26,9,2,16,16,0.125
40,2025-03-26,10,2,16,16,0.125
40,2025-03-26,11,3,16,16,0.1875
40,2025-03-26,12,1,16,16,0.0625
40,2025-03-26,13,1,16,16,0.0625
40,2025-03-26,14,0,16,16,0.0
40,2025-03-26,15,1,16,16,0.0625
40,2025-03-26,16,2,16,16,0.125
40,2025-03-26,17,1,16,16,0.0625
40,2025-03-26,18,2,16,16,0.125
40,2025-03-26,19,1,16,16,0.0625
40,2025-03-26,20,1,16,16,0.0625
40,2025-03-26,21,0,16,16,0.0
40,2025-03-26,22,3,16,16,0.1875
40,2025-03-26,23,2,16,16,0.125
40,2025-03-26,24,4,16,16,0.25
40,2025-03-26,25,1,16,16,0.0625
40,2025-03-26,26,3,16,16,0.1875
40,2025-03-26,27,1,16,16,0.0625
40,2025-03-26,28,0,16,16,0.0
40,2025-03-26,29,0,16,16,0.0
40,2025-03-26,30,0,16,16,0.0
40,2025-03-26,31,0,16,16,0.0
40,2025-03-26,32,3,16,16,0.1875
40,2025-03-26,33,1,16,16,0.0625
40,2025-03-26,34,1,16,16,0.0625
40,2025-03-26,35,1,16,16,0.0625
40,2025-03-26,36,3,16,16,0.1875
40,2025-03-26,37,2,16,16,0.125
40,2025-03-26,38,1,16,16,0.0625
40,2025-03-26,39,2,16,16,0.125
40,2025-03-26,40,0,16,16,0.0
40,2025-03-26,41,2,16,16,0.125
40,2025-03-26,42,0,16,16,0.0
40,2025-03-26,43,2,16,16,0.125
40,2025-03-26,44,1,16,16,0.0625
40,2025-03-26,45,0,16,16,0.0
40,2025-03-26,46,0,16,16,0.0
40,2025-03-26,47,0,16,16,0.0
40,2025-03-26,48,1,16,16,0.0625
41,2025-03-27,1,1,16,16,0.0625
41,2025-03-27,2,3,16,16,0.1875
41,2025-03-27,3,2,16,16,0.125
41,2025-03-27,4,0,16,16,0.0
41,2025-03-27,5,0,16,16,0.0
41,2025-03-27,6,2,16,16,0.125
41,2025-03-27,7,0,16,16,0.0
41,2025-03-27,8,0,16,16,0.0
41,2025-03-27,9,3,16,16,0.1875
41,2025-03-27,10,3,16,16,0.1875
41,2025-03-27,11,0,16,16,0.0
41,2025-03-27,12,0,16,16,0.0
41,2025-03-27,13,2,16,16,0.125
41,2025-03-27,14,0,16,16,0.0
41,2025-03-27,15,2,16,16,0.125
41,2025-03-27,16,0,16,16,0.0
41,2025-03-27,17,3,16,16,0.1875
41,2025-03-27,18,0,16,16,0.0
41,2025-03-27,19,1,16,16,0.0625
41,2025-03-27,20,1,16,16,0.0625
41,2025-03-27,21,0,16,16,0.0
41,2025-03-27,22,2,16,16,0.125
41,2025-03-27,23,2,16,16,0.125
41,2025-03-27,24,0,16,16,0.0
41,2025-03-27,25,1,16,16,0.0625
41,2025-03-27,26,2,16,16,0.125
41,2025-03-27,27,1,16,16,0.0625
41,2025-03-27,28,2,16,16,0.125
41,2025-03-27,29,0,16,16,0.0
41,2025-03-27,30,1,16,16,0.0625
41,2025-03-27,31,1,16,16,0.0625
41,2025-03-27,32,0,16,16,0.0
41,2025-03-27,33,1,16,16,0.0625
41,2025-03-27,34,1,16,16,0.0625
41,2025-03-27,35,0,16,16,0.0
41,2025-03-27,36,3,16,16,0.1875
41,2025-03-27,37,2,16,16,0.125
41,2025-03-27,38,1,16,16,0.0625
41,2025-03-27,39,1,16,16,0.0625
41,2025-03-27,40,2,16,16,0.125
41,2025-03-27,41,3,16,16,0.1875
41,2025-03-27,42,0,16,16,0.0
41,2025-03-27,43,1,16,16,0.0625
41,2025-03-27,44,2,16,16,0.125
41,2025-03-27,45,2,16,16,0.125
41,2025-03-27,46,0,16,16,0.0
41,2025-03-27,47,0,16,16,0.0
41,2025-03-27,48,2,16,16,0.125
