Well,Spikes,Mean Firing Rate,Mean Inter-Spike interval,Median Inter-Spike interval,Ratio median ISI over mean ISI,Inter-spike interval variance,Coefficient of variation_ISI,Partial Autocorrelaction Function ISI,Bursts,Mean Burst Rate,Mean Burst Length,Burst Length Variance,Burst Length Coefficient of Variation,Mean Inter-Burst Interval,Variance Inter-Burst Interval,Coefficient of Variation IBI,Partial Autocorrelation Function IBI,Mean Intra-Burst Firing Rate,Mean Spikes per Burst,Mean Absolute Deviation Spikes per Burst,Isolated Spikes,Mean Absolute Spike Amplitude,Median Absolute Spike Amplitude,Coefficient of Variation Absolute Spike Amplitude,Classification,data_source
5.0,831.0,2.797979797979798,0.3534326658624849,0.1620800000000031,0.4585880583631901,1.7076234265092995,3.697339798335044,0.0258343235597964,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.9955006646637743e-05,1.976979178663414e-05,0.2149710631121473,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
5.0,390.0,1.3131313131313131,0.7573686597938145,0.5002400000000051,0.6604973595503544,0.775547256700264,1.1627779916200365,0.0604046536889852,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,8.091392642290879e-06,7.908667941339548e-06,0.0971486734479065,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
6.0,1081.0,3.63973063973064,0.2750066357738647,0.1563199999999938,0.5684226475485277,0.1017916145309432,1.1601464839272413,-0.0478888213890878,18.0,0.0606060606060606,0.1926088888888861,0.0064496676543213,0.4169580301504289,15.367863529411766,204.98116832885813,0.9316300467068648,0.3761716298956303,32.89242495140681,5.722222222222222,0.8827160493827161,0.904717853839038,1.3350426759740848e-05,1.288542776532613e-05,0.1177887354264757,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
6.0,3126.0,10.525252525252526,0.0950417669654289,0.0536399999999943,0.5643834464852246,0.0233659568460457,1.6083378524838945,0.1564074211860156,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,2.1908702122002927e-05,1.440381189847696e-05,0.743680366969864,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
6.0,325.0,1.0942760942760943,0.9097912074303408,0.7290399999999977,0.8013267154550046,0.693106277782751,0.91507814031925,-0.0793862837443614,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.097354008647414e-05,9.98218098557153e-06,0.2558247533810223,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
6.0,61.0,0.2053872053872054,4.574930169491527,2.7094400000000007,0.5922363620035619,23.18154459463557,1.052414239014983,0.1542237494014319,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,9.155125749072064e-06,9.05567975756437e-06,0.0613271420286327,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
6.0,4888.0,16.457912457912457,0.0607180024559967,0.0341599999999928,0.5626008534247999,0.0069703064454571,1.3750182443533845,0.1452924210573706,344.0,1.1582491582491583,0.3489009302325582,0.0632385914875071,0.720757162401216,0.5150700874635569,0.259657959565882,0.9893147653915224,-0.0497638247773312,37.76373481214905,11.668604651162791,5.234958085451595,0.1788052373158756,1.5393674404342145e-05,1.5114592298528267e-05,0.1612791210391732,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
7.0,111.0,0.3737373737373737,2.6586355963302757,1.792240000000021,0.674120215073422,9.838313970710878,1.1797813426688195,-0.0307217956828943,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,8.444036907286595e-06,8.19227456449182e-06,0.080774431912396,control,20250321_SCA1(000)_output_Electrode_Features.csv
7.0,320.0,1.0774410774410774,0.9120490566037736,0.1626399999999961,0.1783237412750843,1.7428820000890466,1.4474907392400285,0.0774647054971139,13.0,0.0437710437710437,0.1552738461538473,0.0014361712852071,0.2440646093091807,17.359953333333333,213.06799523035576,0.8408345651268896,-0.185436188282851,41.127056284696664,6.076923076923077,0.5798816568047336,0.753125,1.1157578129044324e-05,1.1085713196126684e-05,0.1624379704686974,control,20250321_SCA1(000)_output_Electrode_Features.csv
8.0,3448.0,11.609427609427607,0.0861026349390598,0.0407199999999932,0.4729239706637699,0.0140113561502248,1.3747497334036791,0.1806830092145875,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.644172140035555e-05,1.5007574808357752e-05,0.2886706938545978,control,20250321_SCA1(000)_output_Electrode_Features.csv
8.0,109.0,0.367003367003367,2.6454482242990656,0.3029599999999988,0.1145212358409587,11.423815212493102,1.2776335824001392,-0.1511798630162654,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,6.649631941973774e-06,6.4303336635401875e-06,0.1103125968546581,control,20250321_SCA1(000)_output_Electrode_Features.csv
9.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,SCA1_46,20250321_SCA1(000)_output_Electrode_Features.csv
10.0,362.0,1.2188552188552189,0.7823655555555556,0.0646399999999971,0.0826212242358963,8.330626906849144,3.689173840244234,-0.0419024426460567,15.0,0.0505050505050505,1.3000266666666618,0.2297198256355564,0.3686777922662456,11.588805714285725,13.353895401567316,0.3153300089127044,-0.4925665206095858,15.36217454751556,18.666666666666668,4.888888888888888,0.2265193370165745,7.457486406555735e-06,7.270218213300197e-06,0.0971346146613429,SCA1_46,20250321_SCA1(000)_output_Electrode_Features.csv
10.0,1394.0,4.693602693602694,0.2119039655172414,0.0198800000000066,0.0938160829198316,1.0212734608785283,4.769050696112128,0.1185439330573632,32.0,0.1077441077441077,0.7296750000000012,0.2055603199749991,0.6213555412574033,8.344988387096771,37.56749765101356,0.7344807152585191,0.2557950238811584,44.830520420448366,35.84375,23.478515625,0.1771879483500718,1.4773476721388e-05,1.414205411901735e-05,0.1818130865626512,SCA1_46,20250321_SCA1(000)_output_Electrode_Features.csv
11.0,497.0,1.6734006734006734,0.5941810101010102,0.0629600000000039,0.1059609764191231,2.63477727655898,2.7318269612014485,0.1576314525404039,33.0,0.1111111111111111,0.1963006060606086,0.0120400663390261,0.558975533941595,8.936209999999999,48.807179057899965,0.7817870774418958,-0.3087446855156777,41.99396201086803,7.515151515151516,2.7786960514233243,0.5010060362173039,9.934998277851837e-06,9.466473298854308e-06,0.1451193687896299,control,20250321_SCA1(000)_output_Electrode_Features.csv
11.0,277.0,0.9326599326599326,1.072160581818182,0.1347200000000157,0.1256528194419869,6.914338080302214,2.4525364413752357,0.1174170864097207,8.0,0.0269360269360269,0.1993900000000001,0.0036017918999999,0.300992680888204,29.407737142857147,702.8347775208493,0.9014985108625668,-0.3668648511252164,33.06887241563143,6.0,0.75,0.8267148014440433,6.9032557415272915e-06,6.688913051543767e-06,0.1181249849681642,control,20250321_SCA1(000)_output_Electrode_Features.csv
12.0,2346.0,7.898989898989899,0.1250378498293515,0.0322400000000016,0.257841925816878,0.2084130150315541,3.6510764044099577,0.102632509378544,37.0,0.1245791245791245,3.2058767567567585,0.8993111163138044,0.2958068032299784,4.728564444444443,3.4586287985580304,0.3932988389749586,0.1107905751456901,19.54414820103028,60.432432432432435,13.669831994156317,0.0468883205456095,1.1202000049386448e-05,1.0969697013150884e-05,0.2545323687129369,control,20250321_SCA1(000)_output_Electrode_Features.csv
12.0,39.0,0.1313131313131313,7.242596756756757,5.965280000000007,0.8236382889099663,47.91959391259491,0.9557895076988128,0.0133184987683141,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,6.610333847163051e-06,6.488173244508258e-06,0.0636403202229027,control,20250321_SCA1(000)_output_Electrode_Features.csv
12.0,1775.0,5.976430976430977,0.1673377100958827,0.0430399999999622,0.2572044279517197,0.096278210015512,1.8542580880172477,0.1162640227280495,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.2987966142023148e-05,1.2136128123558148e-05,0.2031871499534773,control,20250321_SCA1(000)_output_Electrode_Features.csv
13.0,4474.0,15.063973063973064,0.0663925760286225,0.04692,0.7067055205053704,0.0045552204457791,1.0165650631249974,-0.00314322035629,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.9101231643508888e-05,1.5934380681545084e-05,0.3651272127068769,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
13.0,140.0,0.4713804713804714,2.1075107246376814,1.3372000000000006,0.6344926193577919,4.8504160469400555,1.045008210574779,-0.2319307912464159,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,9.933286011514114e-06,9.600938287383976e-06,0.1375963376463891,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
13.0,1438.0,4.841750841750842,0.2066379944289693,0.2033999999999878,0.9843301110334064,0.0196511760093481,0.6783972749049246,0.077090291733814,18.0,0.0606060606060606,0.2322622222222181,0.0051820848395059,0.3099371837443884,16.021265882352946,221.86183302869495,0.9297035099168272,-0.2125798245499281,27.22979768064243,5.888888888888889,0.8888888888888888,0.9262865090403338,1.2373061472174264e-05,1.209277736953572e-05,0.1362524074565078,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
13.0,2486.0,8.37037037037037,0.1193907246376811,0.064840000000018,0.5430907651895908,0.026797011142309,1.3711109217454884,0.0011103873454254,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.4572687702929984e-05,1.3928940365304908e-05,0.2497591223072358,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
13.0,300.0,1.0101010101010102,0.9875806711409396,0.9067600000000056,0.9181629678438694,0.2923011026599521,0.5474477125692887,-0.0059601978089017,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.9463299921582903e-05,1.9397915364137777e-05,0.1578183390123362,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
13.0,124.0,0.4175084175084175,2.4005895081967217,1.2936799999999984,0.5389009639435551,7.555139111994838,1.1449943114041767,0.0636820054162175,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.188652515372056e-05,1.1600589372011744e-05,0.1011249766384317,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,161.0,0.5420875420875421,1.818663647798742,0.8585599999999971,0.4720828950637317,6.139051146107455,1.3623799382258734,0.1663447219484141,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,8.907586405767775e-06,8.636446510570558e-06,0.0878253333538054,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,746.0,2.5117845117845117,0.3986206451612903,0.3737199999999916,0.9375329766193536,0.1041764049931318,0.8097014098485944,0.0840675768967292,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.531541767844097e-05,1.4981652988165565e-05,0.1198324703365465,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,2344.0,7.892255892255892,0.1265334585824082,0.0310000000000005,0.2449944887882048,0.0487826605833413,1.745530181548984,0.0363410128056919,2.0,0.0067340067340067,0.0105199999999996,4.1616000000327845e-06,0.1939163498106563,37.29336000000001,-666.0,-666.0,-666.0,493.8559067421483,5.0,0.0,0.9957337883959044,2.3221540920838327e-05,1.5553909692576047e-05,1.0406483615804514,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,80.0,0.2693602693602693,3.71420717948718,2.713239999999997,0.7305031380545158,12.193062624399742,0.9401351208826,0.0356105918707853,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,8.18456133268459e-06,7.927513259578736e-06,0.0805614484893467,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,928.0,3.124579124579125,0.3203897192224622,0.1677600000000012,0.5236123069339728,0.1583710887927942,1.2421080585241364,0.0724125251352033,30.0,0.101010101010101,0.1677893333333345,0.0100628290062219,0.5978547691131478,9.642267586206897,46.28653369921143,0.7055830668776765,-0.0285526473985648,47.42563841154721,6.033333333333333,1.182222222222222,0.8049568965517242,1.1960316584662166e-05,1.1519936220079078e-05,0.1178561179188409,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,815.0,2.744107744107744,0.3636114145141451,0.2027199999999993,0.5575182513752278,0.1775849440468306,1.1589523040707463,0.050924172648889,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,9.840002075844558e-06,9.578934621594888e-06,0.1027415812070471,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,981.0,3.303030303030303,0.3028400408580184,0.1146399999999943,0.378549678157458,0.1676490163170564,1.352032741005409,0.0176440693377158,25.0,0.0841750841750841,0.4598368000000005,0.1276567216537588,0.7769948125973214,11.877576666666668,106.35904686105556,0.8682791571622951,0.0717790753769238,23.212441526240013,8.48,2.6559999999999997,0.783893985728848,1.0065874438738964e-05,9.550814369798168e-06,0.1704661114386589,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,659.0,2.218855218855219,0.4506018873668189,0.3501600000000024,0.777093948820835,0.1594793531020693,0.88625607719547,0.0319363670945652,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,8.40472478199924e-06,8.200788896358261e-06,0.1073046632654297,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,240.0,0.8080808080808081,1.23890487394958,0.8676799999999973,0.7003604701577028,1.4668505922417894,0.9775860120479364,-0.0292075514967127,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.194718530498075e-05,1.1725681549501349e-05,0.0709885813324982,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,4114.0,13.851851851851851,0.0720818677042801,0.0371200000000015,0.5149700081619477,0.011185654016745,1.4672518303544306,0.0464010216614841,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.5191619045966276e-05,1.4001256481402514e-05,0.3371588148068011,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,777.0,2.6161616161616164,0.3800138322580645,0.1931199999999933,0.5081920277808387,0.4120110134076346,1.6890986222556297,0.0560204271258894,2.0,0.0067340067340067,0.2772799999999904,0.0175721536000032,0.4780727062897317,14.386960000000002,-666.0,-666.0,-666.0,24.594667152668315,5.5,0.5,0.9858429858429858,1.394202925085369e-05,1.3647246064423664e-05,0.1240013728219572,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
14.0,5192.0,17.48148148148148,0.0570197919075144,0.0187199999999734,0.3283070557384194,0.0177607832463536,2.337251402441799,0.1514431441098077,4.0,0.0134680134680134,0.0134200000000008,3.5320000000015137e-07,0.0442851205904794,45.62837333333334,1130.959352735289,0.7370356787920931,-666.0,373.31509663191576,5.0,0.0,0.9961479198767336,1.8676984577099844e-05,1.6404054639911493e-05,0.3667549663160588,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
15.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,control,20250321_SCA1(000)_output_Electrode_Features.csv
16.0,529.0,1.7811447811447811,0.5598632258064516,0.4941599999999937,0.8826441481098958,0.1138127404275447,0.6025783143210933,-0.015338964819557,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,9.519837687670452e-06,9.328291292253818e-06,0.1385861011087497,control,20250321_SCA1(000)_output_Electrode_Features.csv
17.0,634.0,2.1346801346801345,0.4682343037974684,0.1061600000000027,0.2267240976131503,0.6707145602207175,1.749063751531316,-0.202233210990189,8.0,0.0269360269360269,1.493199999999994,0.9918067520000058,0.6669534893406236,38.52341714285715,471.8688348794776,0.5638789002045804,-0.00903205381808,15.27428556672003,12.875,4.65625,0.8375394321766562,7.267548369710744e-06,6.9296147496270735e-06,0.1589874959769814,SCA1_46,20250321_SCA1(000)_output_Electrode_Features.csv
18.0,2026.0,6.821548821548822,0.1465610671936758,0.038800000000009,0.264736063560018,0.1157486369221809,2.321343041543495,0.0591616490069127,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.23084630097742e-05,1.131962711580642e-05,0.2377955880017334,SCA1_46,20250321_SCA1(000)_output_Electrode_Features.csv
18.0,73.0,0.2457912457912457,4.120642253521127,0.6771999999999991,0.1643433130894402,31.22499461786536,1.3560830091520353,-0.1231494227953961,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,5.636428883719375e-06,5.466123468661145e-06,0.082802970596547,SCA1_46,20250321_SCA1(000)_output_Electrode_Features.csv
19.0,3408.0,11.474747474747474,0.086995466823253,0.0221599999999995,0.2547259162942539,0.0821495995951871,3.2946258572557947,0.208468539348829,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.7313088164395406e-05,1.2942319842357703e-05,0.4962407961352288,control,20250321_SCA1(000)_output_Electrode_Features.csv
19.0,786.0,2.646464646464646,0.3639708163265306,0.048640000000006,0.1336370879701778,1.415826034070762,3.2691766189008833,0.1743203036915473,33.0,0.1111111111111111,0.6791951515151535,0.2009729023764951,0.6600459570474521,7.958432499999998,61.74168479314372,0.9873285626278524,-0.3221910460752318,26.421459828468112,17.939393939393938,10.778696051423324,0.2468193384223919,1.0502114867206987e-05,1.0137403066392516e-05,0.2123902851469175,control,20250321_SCA1(000)_output_Electrode_Features.csv
19.0,1105.0,3.7205387205387206,0.2627271804170444,0.0375200000000006,0.1428097387580632,0.826275780247989,3.4598518790550425,0.2895752062886345,24.0,0.0808080808080808,2.510479999999997,0.3776720346666649,0.2447939319380699,9.527749565217396,19.491241226743306,0.4633716026827189,0.30344763276101,17.37615597556444,42.5,12.708333333333334,0.0769230769230768,1.0422467232287554e-05,9.581404038955112e-06,0.2468113075556378,control,20250321_SCA1(000)_output_Electrode_Features.csv
20.0,32.0,0.1077441077441077,9.033533333333336,6.231640000000006,0.6898341734131351,79.89324835374222,0.9894580547414444,-0.0432862378048611,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,5.982640882233567e-06,5.9017855859778645e-06,0.0603912244138693,control,20250321_SCA1(000)_output_Electrode_Features.csv
20.0,2715.0,9.141414141414142,0.108850335422042,0.0238399999999927,0.2190163209654675,0.1911387839763343,4.016471019486448,0.1241703577640227,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.8482147320422527e-05,1.584503723700991e-05,0.4459019137578903,control,20250321_SCA1(000)_output_Electrode_Features.csv
20.0,324.0,1.0909090909090908,0.9015781366459628,0.2562800000000038,0.2842571149222992,2.225152257112061,1.6545370436708284,0.0352192716156075,7.0,0.0235690235690235,0.2121028571428535,0.0026993859918362,0.2449548124654595,27.40989333333334,166.48836231822222,0.4707437852734452,-0.5211211215836807,30.50238701786448,6.142857142857143,1.020408163265306,0.8672839506172839,1.7802748268071114e-05,1.705724249311946e-05,0.1279433600514022,control,20250321_SCA1(000)_output_Electrode_Features.csv
20.0,170.0,0.5723905723905723,1.7341661904761905,0.2958000000000016,0.170571887299208,6.289592404190255,1.4461739559376674,-0.2199693186467926,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,6.9443225858879716e-06,6.799560653091497e-06,0.09582209714944,control,20250321_SCA1(000)_output_Electrode_Features.csv
21.0,757.0,2.548821548821549,0.3898796291390728,0.1885599999999989,0.4836364506049591,0.2943975412872797,1.3916708962445312,0.1422371181759915,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.189168507118268e-05,1.100266408191386e-05,0.2057440683031045,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
21.0,490.0,1.64983164983165,0.6073740983606558,0.3180400000000105,0.5236311539435452,0.7279563740963172,1.4047414880779805,0.115182603174295,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.6670386275122543e-05,1.17269173485188e-05,0.4791051955471049,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
21.0,171.0,0.5757575757575758,1.749130414201184,1.2511200000000144,0.7152811418989548,2.995265971545986,0.9894537638046028,-0.0442258374159024,0.0,0.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,-666.0,1.2257956057488212e-05,1.1896331589269828e-05,0.095064644880203,SCA1_54,20250321_SCA1(000)_output_Electrode_Features.csv
