well,electrode,mean_spikes,median_spikes,std_spikes,min_spikes,max_spikes,total_spikes,frac_nonzero,n_measurements
18,10,104.66666666666667,44.0,131.2537830142642,0.0,369.0,628,0.8333333333333334,6
18,11,57.833333333333336,37.5,59.414971925339565,5.0,171.0,347,1.0,6
18,12,101.33333333333333,92.0,66.0597372753547,20.0,232.0,608,1.0,6
18,13,19.333333333333332,2.5,35.7615560188436,1.0,99.0,116,1.0,6
18,14,70.16666666666667,57.5,72.99866817658769,0.0,184.0,421,0.6666666666666666,6
18,15,32.0,3.0,66.64833081180653,0.0,181.0,192,0.8333333333333334,6
18,16,2.3333333333333335,1.5,2.748737083745107,0.0,8.0,14,0.6666666666666666,6
19,1,1.5,1.5,1.2583057392117916,0.0,3.0,9,0.6666666666666666,6
19,2,1.5,2.0,1.118033988749895,0.0,3.0,9,0.6666666666666666,6
19,3,1.8333333333333333,2.5,1.3437096247164249,0.0,3.0,11,0.6666666666666666,6
19,4,1.3333333333333333,0.5,1.5986105077709065,0.0,4.0,8,0.5,6
19,5,1.6666666666666667,1.0,1.5986105077709065,0.0,5.0,10,0.8333333333333334,6
19,6,1.0,0.5,1.1547005383792515,0.0,3.0,6,0.5,6
19,7,6.833333333333333,2.5,9.956851354162565,1.0,29.0,41,1.0,6
19,8,1.8333333333333333,1.0,1.2133516482134197,1.0,4.0,11,1.0,6
19,9,1.8333333333333333,1.0,2.1147629234082532,0.0,6.0,11,0.6666666666666666,6
19,10,1.5,1.0,1.5,0.0,4.0,9,0.6666666666666666,6
19,11,2.1666666666666665,2.5,1.3437096247164249,0.0,4.0,13,0.8333333333333334,6
19,12,0.5,0.5,0.5,0.0,1.0,3,0.5,6
19,13,2.0,2.5,1.1547005383792515,0.0,3.0,12,0.8333333333333334,6
19,14,2.0,2.0,1.2909944487358056,0.0,4.0,12,0.8333333333333334,6
19,15,1.3333333333333333,1.0,0.9428090415820634,0.0,3.0,8,0.8333333333333334,6
19,16,2.1666666666666665,1.5,1.950783318453271,0.0,6.0,13,0.8333333333333334,6
20,1,1.1666666666666667,0.5,1.4624940645653537,0.0,4.0,7,0.5,6
20,2,1.0,1.0,0.5773502691896257,0.0,2.0,6,0.8333333333333334,6
20,3,2.6666666666666665,2.5,0.7453559924999299,2.0,4.0,16,1.0,6
20,4,1.3333333333333333,1.0,1.247219128924647,0.0,3.0,8,0.6666666666666666,6
20,5,1.6666666666666667,1.5,1.699673171197595,0.0,5.0,10,0.6666666666666666,6
20,6,1.3333333333333333,1.0,0.9428090415820634,0.0,3.0,8,0.8333333333333334,6
20,7,2.5,2.5,1.5,0.0,5.0,15,0.8333333333333334,6
20,8,1.0,0.5,1.1547005383792515,0.0,3.0,6,0.5,6
20,9,1.8333333333333333,1.5,1.7716909687891083,0.0,5.0,11,0.6666666666666666,6
20,10,2.8333333333333335,2.5,2.266911751455907,0.0,7.0,17,0.8333333333333334,6
