id,date,well,electrode,Spikes,Bursts,present_in_file,is_active
1,2025-01-27,10,7,1,0,True,True
1,2025-01-27,10,8,0,0,True,False
1,2025-01-27,10,9,0,0,True,False
1,2025-01-27,10,10,0,0,True,False
1,2025-01-27,10,11,1,0,True,True
1,2025-01-27,10,12,0,0,True,False
1,2025-01-27,10,13,0,0,True,False
1,2025-01-27,10,14,0,0,True,False
1,2025-01-27,10,15,0,0,True,False
1,2025-01-27,10,16,0,0,True,False
1,2025-01-27,11,1,0,0,True,False
1,2025-01-27,11,2,0,0,True,False
1,2025-01-27,11,3,0,0,True,False
1,2025-01-27,11,4,0,0,True,False
1,2025-01-27,11,5,0,0,True,False
1,2025-01-27,11,6,0,0,True,False
1,2025-01-27,11,7,0,0,True,False
1,2025-01-27,11,8,0,0,True,False
1,2025-01-27,11,9,0,0,True,False
1,2025-01-27,11,10,0,0,True,False
1,2025-01-27,11,11,1,0,True,True
1,2025-01-27,11,12,0,0,True,False
1,2025-01-27,11,13,0,0,True,False
1,2025-01-27,11,14,0,0,True,False
1,2025-01-27,11,15,0,0,True,False
1,2025-01-27,11,16,0,0,True,False
1,2025-01-27,12,1,0,0,True,False
1,2025-01-27,12,2,0,0,True,False
1,2025-01-27,12,3,0,0,True,False
1,2025-01-27,12,4,1,0,True,True
1,2025-01-27,12,5,0,0,True,False
1,2025-01-27,12,6,0,0,True,False
1,2025-01-27,12,7,0,0,True,False
1,2025-01-27,12,8,2,0,True,True
1,2025-01-27,12,9,1,0,True,True
1,2025-01-27,12,10,0,0,True,False
1,2025-01-27,12,11,0,0,True,False
1,2025-01-27,12,12,0,0,True,False
1,2025-01-27,12,13,1,0,True,True
1,2025-01-27,12,14,0,0,True,False
1,2025-01-27,12,15,0,0,True,False
1,2025-01-27,12,16,0,0,True,False
1,2025-01-27,13,1,0,0,True,False
1,2025-01-27,13,2,2,0,True,True
1,2025-01-27,13,3,1,0,True,True
1,2025-01-27,13,4,0,0,True,False
1,2025-01-27,13,5,0,0,True,False
1,2025-01-27,13,6,1,0,True,True
1,2025-01-27,13,7,0,0,True,False
1,2025-01-27,13,8,0,0,True,False
1,2025-01-27,13,9,0,0,True,False
1,2025-01-27,13,10,1,0,True,True
1,2025-01-27,13,11,1,0,True,True
1,2025-01-27,13,12,0,0,True,False
1,2025-01-27,13,13,0,0,True,False
1,2025-01-27,13,14,0,0,True,False
1,2025-01-27,13,15,0,0,True,False
1,2025-01-27,13,16,1,0,True,True
1,2025-01-27,14,1,0,0,True,False
1,2025-01-27,14,2,0,0,True,False
1,2025-01-27,14,3,1,0,True,True
1,2025-01-27,14,4,0,0,True,False
1,2025-01-27,14,5,0,0,True,False
1,2025-01-27,14,6,0,0,True,False
1,2025-01-27,14,7,5,0,True,True
1,2025-01-27,14,8,1,0,True,True
1,2025-01-27,14,9,1,0,True,True
1,2025-01-27,14,10,2,0,True,True
1,2025-01-27,14,11,0,0,True,False
1,2025-01-27,14,12,1,0,True,True
1,2025-01-27,14,13,0,0,True,False
1,2025-01-27,14,14,0,0,True,False
1,2025-01-27,14,15,1,0,True,True
1,2025-01-27,14,16,25,0,True,True
1,2025-01-27,15,1,0,0,True,False
1,2025-01-27,15,2,0,0,True,False
1,2025-01-27,15,3,0,0,True,False
1,2025-01-27,15,4,0,0,True,False
1,2025-01-27,15,5,3,0,True,True
1,2025-01-27,15,6,0,0,True,False
1,2025-01-27,15,7,0,0,True,False
1,2025-01-27,15,8,0,0,True,False
1,2025-01-27,15,9,0,0,True,False
1,2025-01-27,15,10,0,0,True,False
1,2025-01-27,15,11,0,0,True,False
1,2025-01-27,15,12,0,0,True,False
1,2025-01-27,15,13,0,0,True,False
1,2025-01-27,15,14,0,0,True,False
1,2025-01-27,15,15,0,0,True,False
1,2025-01-27,15,16,0,0,True,False
1,2025-01-27,16,1,0,0,True,False
1,2025-01-27,16,2,2,0,True,True
1,2025-01-27,16,3,0,0,True,False
1,2025-01-27,16,4,1,0,True,True
1,2025-01-27,16,5,1,0,True,True
1,2025-01-27,16,6,0,0,True,False
1,2025-01-27,16,7,1,0,True,True
1,2025-01-27,16,8,0,0,True,False
1,2025-01-27,16,9,1,0,True,True
1,2025-01-27,16,10,0,0,True,False
1,2025-01-27,16,11,1,0,True,True
1,2025-01-27,16,12,0,0,True,False
1,2025-01-27,16,13,0,0,True,False
1,2025-01-27,16,14,2,0,True,True
1,2025-01-27,16,15,0,0,True,False
1,2025-01-27,16,16,1,0,True,True
1,2025-01-27,17,1,0,0,True,False
1,2025-01-27,17,2,0,0,True,False
1,2025-01-27,17,3,0,0,True,False
1,2025-01-27,17,4,0,0,True,False
1,2025-01-27,17,5,0,0,True,False
1,2025-01-27,17,6,0,0,True,False
1,2025-01-27,17,7,0,0,True,False
1,2025-01-27,17,8,0,0,True,False
1,2025-01-27,17,9,0,0,True,False
1,2025-01-27,17,10,0,0,True,False
1,2025-01-27,17,11,0,0,True,False
1,2025-01-27,17,12,0,0,True,False
1,2025-01-27,17,13,0,0,True,False
1,2025-01-27,17,14,0,0,True,False
1,2025-01-27,17,15,0,0,True,False
1,2025-01-27,17,16,0,0,True,False
1,2025-01-27,18,1,0,0,True,False
1,2025-01-27,18,2,0,0,True,False
1,2025-01-27,18,3,0,0,True,False
1,2025-01-27,18,4,0,0,True,False
1,2025-01-27,18,5,0,0,True,False
1,2025-01-27,18,6,0,0,True,False
1,2025-01-27,18,7,0,0,True,False
1,2025-01-27,18,8,0,0,True,False
1,2025-01-27,18,9,1,0,True,True
1,2025-01-27,18,10,0,0,True,False
1,2025-01-27,18,11,0,0,True,False
1,2025-01-27,18,12,0,0,True,False
1,2025-01-27,18,13,0,0,True,False
1,2025-01-27,18,14,0,0,True,False
1,2025-01-27,18,15,0,0,True,False
1,2025-01-27,18,16,0,0,True,False
1,2025-01-27,19,1,1,0,True,True
1,2025-01-27,19,2,0,0,True,False
1,2025-01-27,19,3,0,0,True,False
1,2025-01-27,19,4,1,0,True,True
1,2025-01-27,19,5,0,0,True,False
1,2025-01-27,19,6,1,0,True,True
1,2025-01-27,19,7,0,0,True,False
1,2025-01-27,19,8,1,0,True,True
1,2025-01-27,19,9,0,0,True,False
1,2025-01-27,19,10,1,0,True,True
1,2025-01-27,19,11,0,0,True,False
1,2025-01-27,19,12,0,0,True,False
1,2025-01-27,19,13,0,0,True,False
1,2025-01-27,19,14,0,0,True,False
1,2025-01-27,19,15,1,0,True,True
1,2025-01-27,19,16,0,0,True,False
1,2025-01-27,20,1,1,0,True,True
1,2025-01-27,20,2,1,0,True,True
1,2025-01-27,20,3,1,0,True,True
1,2025-01-27,20,4,1,0,True,True
1,2025-01-27,20,5,1,0,True,True
1,2025-01-27,20,6,1,0,True,True
1,2025-01-27,20,7,0,0,True,False
1,2025-01-27,20,8,0,0,True,False
1,2025-01-27,20,9,0,0,True,False
1,2025-01-27,20,10,0,0,True,False
1,2025-01-27,20,11,0,0,True,False
1,2025-01-27,20,12,0,0,True,False
1,2025-01-27,20,13,0,0,True,False
1,2025-01-27,20,14,0,0,True,False
1,2025-01-27,20,15,0,0,True,False
1,2025-01-27,20,16,0,0,True,False
1,2025-01-27,21,1,1,0,True,True
1,2025-01-27,21,2,0,0,True,False
1,2025-01-27,21,3,1,0,True,True
1,2025-01-27,21,4,0,0,True,False
1,2025-01-27,21,5,0,0,True,False
1,2025-01-27,21,6,0,0,True,False
1,2025-01-27,21,7,0,0,True,False
1,2025-01-27,21,8,0,0,True,False
1,2025-01-27,21,9,1,0,True,True
1,2025-01-27,21,10,0,0,True,False
1,2025-01-27,21,11,0,0,True,False
1,2025-01-27,21,12,0,0,True,False
1,2025-01-27,21,13,0,0,True,False
1,2025-01-27,21,14,0,0,True,False
1,2025-01-27,21,15,2,0,True,True
1,2025-01-27,21,16,0,0,True,False
1,2025-01-27,22,1,0,0,True,False
1,2025-01-27,22,2,0,0,True,False
1,2025-01-27,22,3,0,0,True,False
1,2025-01-27,22,4,0,0,True,False
1,2025-01-27,22,5,0,0,True,False
1,2025-01-27,22,6,0,0,True,False
1,2025-01-27,22,7,0,0,True,False
1,2025-01-27,22,8,0,0,True,False
1,2025-01-27,22,9,0,0,True,False
1,2025-01-27,22,10,0,0,True,False
1,2025-01-27,22,11,0,0,True,False
1,2025-01-27,22,12,2,0,True,True
1,2025-01-27,22,13,0,0,True,False
1,2025-01-27,22,14,0,0,True,False
1,2025-01-27,22,15,0,0,True,False
1,2025-01-27,22,16,0,0,True,False
1,2025-01-27,23,1,0,0,True,False
1,2025-01-27,23,2,1,0,True,True
1,2025-01-27,23,3,8,0,True,True
1,2025-01-27,23,4,1,0,True,True
1,2025-01-27,23,5,0,0,True,False
1,2025-01-27,23,6,0,0,True,False
1,2025-01-27,23,7,0,0,True,False
1,2025-01-27,23,8,0,0,True,False
1,2025-01-27,23,9,0,0,True,False
1,2025-01-27,23,10,0,0,True,False
1,2025-01-27,23,11,0,0,True,False
1,2025-01-27,23,12,0,0,True,False
1,2025-01-27,23,13,0,0,True,False
1,2025-01-27,23,14,0,0,True,False
1,2025-01-27,23,15,0,0,True,False
1,2025-01-27,23,16,1,0,True,True
1,2025-01-27,24,1,0,0,True,False
1,2025-01-27,24,2,0,0,True,False
1,2025-01-27,24,3,0,0,True,False
1,2025-01-27,24,4,1,0,True,True
1,2025-01-27,24,5,0,0,True,False
1,2025-01-27,24,6,0,0,True,False
1,2025-01-27,24,7,1,0,True,True
1,2025-01-27,24,8,0,0,True,False
1,2025-01-27,24,9,0,0,True,False
1,2025-01-27,24,10,0,0,True,False
1,2025-01-27,24,11,0,0,True,False
1,2025-01-27,24,12,1,0,True,True
1,2025-01-27,24,13,1,0,True,True
1,2025-01-27,24,14,2,0,True,True
1,2025-01-27,24,15,0,0,True,False
1,2025-01-27,24,16,1,0,True,True
1,2025-01-27,25,1,0,0,True,False
1,2025-01-27,25,2,0,0,True,False
1,2025-01-27,25,3,0,0,True,False
1,2025-01-27,25,4,0,0,True,False
1,2025-01-27,25,5,0,0,True,False
1,2025-01-27,25,6,0,0,True,False
1,2025-01-27,25,7,0,0,True,False
1,2025-01-27,25,8,0,0,True,False
1,2025-01-27,25,9,0,0,True,False
1,2025-01-27,25,10,1,0,True,True
1,2025-01-27,25,11,0,0,True,False
1,2025-01-27,25,12,0,0,True,False
1,2025-01-27,25,13,0,0,True,False
1,2025-01-27,25,14,0,0,True,False
1,2025-01-27,25,15,0,0,True,False
1,2025-01-27,25,16,0,0,True,False
1,2025-01-27,26,1,1,0,True,True
1,2025-01-27,26,2,1,0,True,True
1,2025-01-27,26,3,0,0,True,False
1,2025-01-27,26,4,0,0,True,False
1,2025-01-27,26,5,0,0,True,False
1,2025-01-27,26,6,0,0,True,False
1,2025-01-27,26,7,0,0,True,False
1,2025-01-27,26,8,0,0,True,False
1,2025-01-27,26,9,0,0,True,False
1,2025-01-27,26,10,0,0,True,False
1,2025-01-27,26,11,0,0,True,False
1,2025-01-27,26,12,0,0,True,False
1,2025-01-27,26,13,0,0,True,False
1,2025-01-27,26,14,0,0,True,False
1,2025-01-27,26,15,1,0,True,True
1,2025-01-27,26,16,0,0,True,False
1,2025-01-27,27,1,0,0,True,False
1,2025-01-27,27,2,0,0,True,False
1,2025-01-27,27,3,0,0,True,False
1,2025-01-27,27,4,0,0,True,False
1,2025-01-27,27,5,0,0,True,False
1,2025-01-27,27,6,0,0,True,False
1,2025-01-27,27,7,0,0,True,False
1,2025-01-27,27,8,0,0,True,False
1,2025-01-27,27,9,0,0,True,False
1,2025-01-27,27,10,0,0,True,False
1,2025-01-27,27,11,0,0,True,False
1,2025-01-27,27,12,0,0,True,False
1,2025-01-27,27,13,1,0,True,True
1,2025-01-27,27,14,0,0,True,False
1,2025-01-27,27,15,0,0,True,False
1,2025-01-27,27,16,0,0,True,False
1,2025-01-27,28,1,0,0,True,False
1,2025-01-27,28,2,0,0,True,False
1,2025-01-27,28,3,1,0,True,True
1,2025-01-27,28,4,0,0,True,False
1,2025-01-27,28,5,1,0,True,True
1,2025-01-27,28,6,0,0,True,False
1,2025-01-27,28,7,1,0,True,True
1,2025-01-27,28,8,0,0,True,False
1,2025-01-27,28,9,0,0,True,False
1,2025-01-27,28,10,0,0,True,False
1,2025-01-27,28,11,0,0,True,False
1,2025-01-27,28,12,0,0,True,False
1,2025-01-27,28,13,0,0,True,False
1,2025-01-27,28,14,0,0,True,False
1,2025-01-27,28,15,0,0,True,False
1,2025-01-27,28,16,0,0,True,False
1,2025-01-27,29,1,1,0,True,True
1,2025-01-27,29,2,0,0,True,False
1,2025-01-27,29,3,0,0,True,False
1,2025-01-27,29,4,0,0,True,False
1,2025-01-27,29,5,0,0,True,False
1,2025-01-27,29,6,0,0,True,False
1,2025-01-27,29,7,0,0,True,False
1,2025-01-27,29,8,2,0,True,True
1,2025-01-27,29,9,0,0,True,False
1,2025-01-27,29,10,2,0,True,True
1,2025-01-27,29,11,1,0,True,True
1,2025-01-27,29,12,0,0,True,False
1,2025-01-27,29,13,1,0,True,True
1,2025-01-27,29,14,0,0,True,False
1,2025-01-27,29,15,0,0,True,False
1,2025-01-27,29,16,0,0,True,False
1,2025-01-27,30,1,0,0,True,False
1,2025-01-27,30,2,0,0,True,False
1,2025-01-27,30,3,0,0,True,False
1,2025-01-27,30,4,0,0,True,False
1,2025-01-27,30,5,0,0,True,False
1,2025-01-27,30,6,1,0,True,True
1,2025-01-27,30,7,1,0,True,True
1,2025-01-27,30,8,0,0,True,False
1,2025-01-27,30,9,0,0,True,False
1,2025-01-27,30,10,0,0,True,False
1,2025-01-27,30,11,0,0,True,False
1,2025-01-27,30,12,0,0,True,False
