well,electrode,n_measurements,spikes_n_nonzero,spikes_fraction_zero,spikes_total,spikes_mean,spikes_median,spikes_std,spikes_min,spikes_max
16,14,41,35,0.14634146341463414,99.0,2.4146341463414633,3.0,1.516172974236409,1.0,6.0
16,15,41,34,0.17073170731707318,2178.0,53.1219512195122,2.0,158.14221370683276,1.0,873.0
16,16,41,36,0.12195121951219512,83.0,2.024390243902439,2.0,1.5730194671085413,1.0,6.0
17,1,41,34,0.17073170731707318,75.0,1.829268292682927,2.0,1.1811528060414165,1.0,4.0
17,2,41,38,0.07317073170731707,1535.0,37.4390243902439,2.0,104.61334732730995,1.0,573.0
17,3,41,38,0.07317073170731707,7061.0,172.21951219512195,4.0,293.6954640605743,1.0,1319.0
17,4,41,33,0.1951219512195122,68.0,1.6585365853658536,1.0,1.3154800663172548,1.0,5.0
17,5,41,34,0.17073170731707318,85.0,2.073170731707317,2.0,1.6490943560396873,1.0,7.0
17,6,41,33,0.1951219512195122,72.0,1.7560975609756098,1.0,1.5617376188860608,1.0,6.0
17,7,41,37,0.0975609756097561,173.0,4.219512195121951,3.0,8.262905648505106,1.0,52.0
17,8,41,37,0.0975609756097561,92.0,2.2439024390243905,2.0,1.654999815783646,1.0,8.0
17,9,41,33,0.1951219512195122,485.0,11.829268292682928,2.0,47.12531296396045,1.0,299.0
17,10,41,35,0.14634146341463414,117.0,2.8536585365853657,2.0,5.392406585235187,1.0,35.0
17,11,41,39,0.04878048780487805,618.0,15.073170731707316,2.0,53.226116824310246,1.0,330.0
17,12,41,36,0.12195121951219512,149.0,3.6341463414634148,2.0,7.094914014845338,1.0,41.0
17,13,41,37,0.0975609756097561,1918.0,46.78048780487805,2.0,236.1895967432861,1.0,1511.0
17,14,41,35,0.14634146341463414,96.0,2.341463414634146,2.0,2.0446241231282705,1.0,10.0
17,15,41,36,0.12195121951219512,490.0,11.951219512195122,3.0,50.47373139540616,1.0,325.0
17,16,41,33,0.1951219512195122,131.0,3.1951219512195124,2.0,5.5911515459479455,1.0,35.0
18,1,41,34,0.17073170731707318,77.0,1.8780487804878048,2.0,1.486524839200804,1.0,8.0
18,2,41,37,0.0975609756097561,95.0,2.317073170731707,2.0,1.9929754688686452,1.0,9.0
18,3,41,35,0.14634146341463414,773.0,18.853658536585368,3.0,51.17350924824765,1.0,293.0
18,4,41,38,0.07317073170731707,11313.0,275.9268292682927,4.0,547.5407925553997,1.0,1919.0
18,5,41,35,0.14634146341463414,105.0,2.5609756097560976,2.0,3.8343759628380534,1.0,25.0
18,6,41,36,0.12195121951219512,568.0,13.853658536585366,2.0,46.73679544834548,1.0,281.0
18,7,41,37,0.0975609756097561,6698.0,163.3658536585366,3.0,351.6560646496489,1.0,1308.0
18,8,41,34,0.17073170731707318,110.0,2.682926829268293,2.0,4.095357276174106,1.0,26.0
18,9,41,38,0.07317073170731707,129.0,3.1463414634146343,3.0,2.3511802951895895,1.0,11.0
18,10,41,39,0.04878048780487805,105.0,2.5609756097560976,2.0,2.180008950529847,1.0,13.0
18,11,41,34,0.17073170731707318,325.0,7.926829268292683,2.0,22.87945611668079,1.0,128.0
18,12,41,35,0.14634146341463414,1269.0,30.951219512195124,3.0,143.3936803383455,1.0,916.0
18,13,41,34,0.17073170731707318,113.0,2.7560975609756095,2.0,2.4472483303179313,1.0,13.0
18,14,41,36,0.12195121951219512,1235.0,30.121951219512194,2.0,96.95493672886164,1.0,457.0
18,15,41,37,0.0975609756097561,538.0,13.121951219512194,2.0,33.022110109706205,1.0,169.0
18,16,41,34,0.17073170731707318,255.0,6.219512195121951,2.0,22.04145207911896,1.0,142.0
19,1,41,34,0.17073170731707318,352.0,8.585365853658537,2.0,32.07879019676092,1.0,196.0
19,2,41,36,0.12195121951219512,870.0,21.21951219512195,4.0,66.28593825055279,1.0,361.0
19,3,41,37,0.0975609756097561,245.0,5.975609756097561,3.0,10.328329499193101,1.0,48.0
19,4,41,38,0.07317073170731707,786.0,19.170731707317074,10.0,28.76534585140981,1.0,162.0
19,5,41,35,0.14634146341463414,226.0,5.512195121951219,2.0,21.587174376489752,1.0,140.0
19,6,41,40,0.024390243902439025,44054.0,1074.4878048780488,1067.0,944.2166097339958,1.0,3409.0
19,7,41,37,0.0975609756097561,10932.0,266.6341463414634,13.0,365.31915882537294,1.0,1082.0
19,8,41,39,0.04878048780487805,95.0,2.317073170731707,2.0,1.3497967326646614,1.0,6.0
19,9,41,37,0.0975609756097561,475.0,11.585365853658537,3.0,26.816949500042035,1.0,125.0
19,10,41,39,0.04878048780487805,170.0,4.146341463414634,2.0,9.009886169119332,1.0,59.0
19,11,41,40,0.024390243902439025,113.0,2.7560975609756095,3.0,1.3744178368472604,1.0,6.0
19,12,41,31,0.24390243902439024,77.0,1.8780487804878048,2.0,1.6308758682257136,1.0,6.0
19,13,41,35,0.14634146341463414,83.0,2.024390243902439,2.0,1.2745156899396881,1.0,5.0
19,14,41,31,0.24390243902439024,80.0,1.951219512195122,1.0,1.802099047114158,1.0,8.0
19,15,41,39,0.04878048780487805,96.0,2.341463414634146,2.0,1.526593529685636,1.0,5.0
19,16,41,39,0.04878048780487805,19205.0,468.4146341463415,329.0,523.1086873494721,1.0,1807.0
20,1,41,38,0.07317073170731707,87.0,2.1219512195121952,2.0,1.3265579887667842,1.0,5.0
20,2,41,41,0.0,1724.0,42.048780487804876,12.0,75.94930915403779,1.0,295.0
20,3,41,39,0.04878048780487805,3289.0,80.21951219512195,4.0,158.67049382212213,1.0,630.0
20,4,41,40,0.024390243902439025,337.0,8.21951219512195,3.0,11.589892568790168,1.0,53.0
20,5,41,34,0.17073170731707318,549.0,13.390243902439025,2.0,34.967755181581566,1.0,176.0
20,6,41,36,0.12195121951219512,582.0,14.195121951219512,2.0,64.312992276909,1.0,412.0
20,7,41,37,0.0975609756097561,35052.0,854.9268292682926,839.0,755.3372554774423,1.0,2286.0
20,8,41,37,0.0975609756097561,10604.0,258.6341463414634,3.0,482.9963124133331,1.0,1860.0
20,9,41,37,0.0975609756097561,10386.0,253.3170731707317,4.0,646.3388600039607,1.0,2391.0
20,10,41,32,0.21951219512195122,1254.0,30.585365853658537,3.0,115.61703499263335,1.0,700.0
20,11,41,38,0.07317073170731707,1061.0,25.878048780487806,4.0,54.55006650864471,1.0,242.0
20,12,41,37,0.0975609756097561,2724.0,66.4390243902439,4.0,198.6782636299814,1.0,1000.0
20,13,41,31,0.24390243902439024,269.0,6.560975609756097,2.0,17.22650396988287,1.0,88.0
20,14,41,38,0.07317073170731707,85.0,2.073170731707317,2.0,1.2920960471737197,1.0,5.0
20,15,41,36,0.12195121951219512,104.0,2.5365853658536586,2.0,3.107229963935803,1.0,19.0
20,16,41,36,0.12195121951219512,88.0,2.1463414634146343,2.0,1.5093206354144255,1.0,6.0
21,1,41,40,0.024390243902439025,996.0,24.29268292682927,5.0,70.24608313010734,1.0,387.0
21,2,41,38,0.07317073170731707,1336.0,32.58536585365854,4.0,169.49114661388015,1.0,1090.0
21,3,41,39,0.04878048780487805,17739.0,432.6585365853659,170.0,553.6660369643463,1.0,2165.0
21,4,41,39,0.04878048780487805,12996.0,316.9756097560976,14.0,523.1988382921392,2.0,2141.0
21,5,41,36,0.12195121951219512,1897.0,46.26829268292683,4.0,90.19479596690819,1.0,399.0
21,6,41,38,0.07317073170731707,4497.0,109.6829268292683,5.0,231.57778812144204,1.0,1069.0
21,7,41,38,0.07317073170731707,4009.0,97.78048780487805,4.0,283.1672219903923,1.0,1492.0
21,8,41,39,0.04878048780487805,40541.0,988.8048780487804,12.0,1658.3360669585672,1.0,5664.0
21,9,41,36,0.12195121951219512,141.0,3.4390243902439024,3.0,3.640389954989746,1.0,21.0
21,10,41,39,0.04878048780487805,23757.0,579.439024390244,89.0,752.6328138202749,1.0,2369.0
21,11,41,37,0.0975609756097561,44185.0,1077.6829268292684,142.0,1353.253772191757,2.0,4340.0
21,12,41,39,0.04878048780487805,30402.0,741.5121951219512,9.0,1344.4599867967663,1.0,5673.0
21,13,41,37,0.0975609756097561,1683.0,41.048780487804876,3.0,225.5457770852197,1.0,1448.0
21,14,41,39,0.04878048780487805,10742.0,262.0,71.0,358.48926064807017,1.0,1362.0
21,15,41,40,0.024390243902439025,33288.0,811.9024390243902,22.0,1519.7668539101326,1.0,4989.0
21,16,41,39,0.04878048780487805,17609.0,429.4878048780488,136.0,777.409130443913,1.0,2986.0
22,1,41,39,0.04878048780487805,11394.0,277.9024390243902,52.0,441.77023467397896,1.0,1885.0
22,2,41,38,0.07317073170731707,2123.0,51.78048780487805,15.0,112.34689853198485,1.0,657.0
22,3,41,38,0.07317073170731707,17221.0,420.0243902439024,10.0,909.746818840409,1.0,3782.0
22,4,41,39,0.04878048780487805,45435.0,1108.1707317073171,27.0,1893.8154860286552,1.0,7682.0
22,5,41,39,0.04878048780487805,10095.0,246.21951219512195,11.0,443.1981222994476,1.0,1878.0
22,6,41,39,0.04878048780487805,3015.0,73.53658536585365,3.0,169.68265933220394,1.0,676.0
22,7,41,38,0.07317073170731707,1467.0,35.78048780487805,3.0,128.22938668556478,1.0,768.0
22,8,41,37,0.0975609756097561,3846.0,93.8048780487805,3.0,319.04586030163404,1.0,1453.0
22,9,41,39,0.04878048780487805,200.0,4.878048780487805,3.0,9.625993771946924,1.0,57.0
22,10,41,39,0.04878048780487805,238.0,5.804878048780488,3.0,9.260722196986372,1.0,55.0
22,11,41,38,0.07317073170731707,5025.0,122.5609756097561,3.0,494.36960104665053,1.0,2784.0
