B434,14944.113536113675
B432,36470.73551671066
B443,30883.762466524855
B444,8846.790063477318
B442,29019.422536975922
A441,52513.20593880674
A421,38082.60983705526
A431,37929.2549420376
A411,19086.52602656366
A412,38245.71233786846
A413,21420.98777213951
A422,27732.067967316947
A423,46244.15799330981
A414,27958.156463913227
A433,17943.57445011235
A424,22129.57805463862
A434,41655.90948940232
A432,18470.901885122883
A444,29362.77230170899
A443,22762.551925476444
A442,45174.24326338353
A514,31570.38245315038
A512,27942.567316713732
A513,21234.14666225202
A511,23003.939654380185
A533,32031.364728512217
A523,19384.766839415664
A534,33223.96118278966
A524,19805.634297719058
A542,46649.21526091292
A543,34176.15414361891
A532,29396.912578929292
A544,36636.96367358767
A521,16100.925747206737
A541,19008.502523414456
A531,38346.42283024093
A522,41284.95689038035
B514,48881.78843478387
B512,21823.26025451527
B513,34328.55380574921
B511,22578.899338490995
B533,20379.076626929866
B523,57664.741758395365
B534,31055.35214397454
B524,29100.68655988356
B542,53793.18644176052
B543,34101.37538204447
B532,19839.17827223458
B544,49446.22868188198
B521,40444.066284355
B541,38357.08081845693
B531,50989.6858964464
B522,25677.538906362708
C514,38355.059367902366
C512,55799.97302638041
C513,62011.9365050882
C511,25597.68883912262
C533,18281.181529031044
C523,25953.98849426296
C534,21176.744830997064
C524,55390.909453711276
C542,87950.55234130473
C543,77282.67521994276
C532,69056.46452804573
C544,47070.87683655449
C521,40886.498334981065
C541,18374.78342857181
C531,22280.950762843357
C522,36440.508484223574
A614,56313.69476211459
A612,39404.35981650219
A613,32957.03500963768
A611,17584.116755525145
A633,17589.586969515363
A623,26074.28468481624
A634,16468.39622775284
A624,43401.66849905364
A642,19206.74603585523
A643,64100.71070520771
A632,18018.275556262295
A644,15045.676309343573
A621,17177.528352966223
A641,63858.605712015735
A631,13112.954969736433
A622,16351.819371551413
B614,18670.76823621479
B612,25025.23411093138
B613,44489.85643628378
B611,34776.846165831535
B633,25908.313452260903
B623,13841.210354145804
B634,38497.00608732826
B624,16318.556206588612
B642,21378.524078188257
B643,21010.023767230203
B632,16265.336628355402
B644,17815.63667777584
B621,23639.66684277845
B641,29723.70165538615
B631,17230.70985066367
B622,46392.475629917775
C614,18500.078944738496
C612,66036.21839810563
C613,18758.425863912784
C611,24158.478732456686
C633,21021.02985332272
C623,18298.079005103325
C634,17094.07448774216
C624,100694.0891474386
C642,51954.743608688375
C643,33929.76863454702
C632,45618.28941550753
C644,11978.05066894468
C621,72923.61969034921
C641,78184.13901510085
C631,35783.02851885737
C622,23986.16383418576
A714,19598.58790246772
A712,85715.50125211001
A713,31649.800880608836
A711,26227.383131744853
A733,18564.01617305357
A723,23751.050780607893
A734,19084.644483320615
A724,35360.88549559054
A742,28535.58286546415
A743,37381.1878306266
A732,40794.3751956769
A744,21416.567316135883
A721,15647.205438736404
A741,33013.22493663028
A731,39490.43584625293
A722,22260.995396875358
B714,23579.21270514746
B712,36011.83313158654
B713,21302.033661786707
B711,37829.47767217002
B733,26034.502969083722
B723,23359.061841185867
B734,59258.70050813668
B724,37284.047313332645
B742,29835.130885967188
B743,34843.46736945914
B732,20187.052828400032
B744,38436.027982865104
B721,18713.121678424635
B741,20268.601850429848
B731,52556.153312376984
B722,43632.88622497346
C714,46386.273996737895
C712,15192.8933694649
C713,19514.036109392822
C711,16696.811289255787
C733,20465.238671356554
C723,44603.54015179006
C734,17671.678379223427
C724,51849.98719776171
C742,41898.873301025385
C743,52298.443088637876
C732,38616.42706761488
C744,53069.220301225476
C721,35696.182448455416
C741,36330.085336100325
C731,69563.4039014103
C722,33253.27716847034
A814,48759.548639526685
A812,39059.48565636643
A813,17719.456985470635
A811,27076.010491187037
A833,23381.736217568035
A823,90711.16555310182
A834,32107.615511553617
A824,17346.03898951549
A842,14690.104177282532
A843,33202.892117126976
A832,13223.666649958055
A844,17182.828194554688
A821,42997.66735026026
A841,24952.045459115066
A831,47022.5209274111
A822,18214.002856793257
B814,14470.786297039129
B812,19667.00614693642
B813,28457.67342681961
B811,13405.748122177056
B833,21186.570018155442
B823,19268.39956147609
B834,20768.68415918654
B824,30842.366485818224
B842,19612.61657839893
B843,94671.7589391638
B832,15483.460182096378
B844,15126.934599880362
B821,48972.59676950962
B841,22976.20965271909
B831,16505.51424001942
B822,24448.388776661308
C814,16369.496783753451
C812,17811.102963540867
C813,84463.65674759528
C811,35815.0689025344
C833,38262.35526743194
C823,15741.752523245508
C834,30506.660472481755
C824,17298.270786689933
C842,16409.051118693813
C843,14278.013815332786
C832,17303.82929593265
C844,47982.54138755203
C821,17549.885239444597
C841,18954.328817205413
C831,38331.86278848205
C822,12338.501394312974
D241,36071.11772268619
D243,39803.0893252029
D242,29894.50286642429
D244,25332.755550694383
D222,23155.27298808343
D232,20462.5150876578
D221,19567.41268316906
D231,93688.25783775323
D213,18021.7489627631
D212,23659.267547625845
D223,31291.458931483678
D211,37277.904732298106
D234,16213.627823243078
D214,22296.409769440692
D224,25445.472074214165
D233,23437.05067733579
F141,34898.371504591145
F143,16813.351981632724
F142,49450.54726291538
F144,27894.622726767393
F122,15666.347227068532
F132,26714.992540840038
F121,23892.516589702456
F131,45575.877416807794
F113,9951.76620984774
F112,95335.80524613237
F123,19726.235010477478
F111,14526.09109839786
F134,13527.16529135443
F114,12866.08473953749
F124,68318.98314830825
F133,21646.302253201935
E141,19844.663543328894
E143,17709.273576857035
E142,14378.822047164329
E144,22414.3014247066
E122,26439.317280243155
E132,13300.76814127347
E121,12989.999899647448
E131,96134.26044385649
E113,15108.979534664617
E112,20239.239212008582
E123,23242.555312502092
E111,23718.3033471334
E134,14617.046001100056
E114,44253.76177942849
E124,40190.05215174395
E133,16986.117199400793
D141,23780.019301061056
D143,24890.023936593854
D142,26899.940172809973
D144,34318.44050237658
D122,15964.542076895616
D132,24937.088202646217
D121,42071.651877249955
D131,22013.26902349955
D113,25792.298286963705
D112,14691.549322896211
D123,26741.956052610447
D111,17049.675487007415
D134,28134.403965787198
D114,34822.46128023911
D124,15135.495764138015
D133,28620.78096344172
E341,16256.09546416307
E343,18407.72369434258
E342,17593.892511292765
E344,27524.149147111937
E322,27976.250608872833
E332,26973.433548561523
E321,26141.187436268377
E331,16286.41981847766
E313,14906.382349884874
E312,21802.769101361864
E323,22890.556647118177
E311,16970.688753940067
E334,26920.91844357436
E314,39618.433644117285
E324,21978.65584388474
E333,18063.91218522523
D341,38048.968547711265
D343,20451.81520420661
D342,24790.581050090066
D344,22319.477533392306
D322,17688.911203671945
D332,13232.300201365439
D321,42779.439115351954
D331,19675.338147698396
D313,26697.555117229378
D312,32431.39274512285
D323,18528.365585901392
D311,40867.53760325134
D334,23990.074354035856
D314,43692.30400999438
D324,26172.186035000654
D333,40497.24358107308
F241,50807.654598832814
F243,24458.846079738873
F242,27594.31287865742
F244,21389.31935256742
F222,47810.59657741231
F232,60846.189210732846
F221,20371.77367440818
F231,13295.162433627293
F213,13831.100711106297
F212,40992.24961119054
F223,45307.63920344918
F211,68622.23565426278
F234,48786.06429082735
F214,26481.39620390202
F224,35734.97927107801
F233,30583.308196659524
E241,32574.907843463003
E243,18007.33404199779
E242,31385.096374014785
E244,15751.443845721888
E222,18961.484983970284
E232,23635.138708704384
E221,21697.381411118473
E231,34427.79697766732
E213,19843.38374683006
E212,29262.99664020477
E223,16955.734275428887
E211,19994.435887526866
E234,21032.70165421848
E214,15485.168518038809
E224,17400.1687330188
E233,35864.88121714568
F443,19702.415269934627
F444,18837.263515174753
F441,32596.527489790256
F442,41233.546227263454
F422,31417.036679343328
F432,23825.0453545989
F421,15817.551330662045
F431,23699.232264840186
F413,27893.607310558025
F412,27588.70979724401
F423,32910.26365195398
F411,30971.653117456888
F434,22735.226874413078
F414,16030.381911852715
F424,15485.525188902111
F433,33054.59664324736
E441,16379.864247790934
E443,17078.477098492396
E442,16956.150884566257
E444,18752.95304648986
E422,17485.925462653217
E432,14944.37363386244
E421,17321.916673932003
E431,16422.379931190375
E413,27073.827716909385
E412,18215.52865597082
E423,22869.060380379167
E411,14805.571052700161
E434,20051.866840765546
E414,23493.80283422761
E424,66433.96730120145
E433,17899.60990940711
D441,61716.881611899444
D443,15464.431459279791
D442,63831.17017811734
D444,35093.085313222815
D422,20293.623378168377
D432,17980.816141635663
D421,18967.641033827545
D431,48987.39702538637
D413,42895.51836727299
D412,14702.560728351451
D423,20896.559810856408
D411,63264.13650399256
D434,23038.129961940427
D414,37672.30011723698
D424,26164.93388747963
D433,75293.2231831323
F341,74120.02243146158
F343,18197.243591844297
F342,27686.432843477734
F344,19343.117691591924
F322,38657.171052539736
F332,22589.092861593286
F321,26083.126213204596
F331,37976.95840007877
F313,39213.39375319987
F312,18257.849993270764
F323,43944.837532612764
F311,24015.676879201255
F334,15094.586058404706
F314,37381.8432373396
F324,13632.152648308253
F333,19872.392508572826
F614,24573.403496532053
F634,20362.906754653868
F624,61783.61792583306
F644,16197.882076608566
F643,30229.842754699504
F642,25401.6545886449
F633,33768.43359054566
F632,32709.848682644308
F641,32521.365963768003
F622,15070.617901399906
F631,21575.52913229265
F621,24973.06407469701
F623,25093.04144668331
F612,13745.378914093923
F611,22432.389202030972
F613,15339.07580557127
D514,38284.54719393254
D534,59821.49606865761
D524,27359.83325686434
D544,21267.090675235
D543,17321.867064377726
D542,18775.34277260787
D533,22504.695459751572
D532,33832.0475817849
D541,35553.03275236577
D522,18955.44665622844
D531,20182.936605874293
D521,25607.884337524774
D523,23395.869435205535
D512,41751.624814740084
D511,30602.86678375192
D513,28929.772101379727
E514,23292.626958525285
E534,22313.451170387652
E524,20723.045084650057
E544,25318.34909866451
E543,21256.855885048717
E542,21679.612675565968
E533,22324.893034824636
E532,43677.51676239981
E541,27780.645549946268
E522,44765.24353500104
E531,25317.430253643328
E521,24746.953940455354
E523,27461.821859989184
E512,19315.430047202084
E511,17343.30769293799
E513,25909.452309297947
F514,14855.726015186525
F534,21672.274619051303
F524,25448.888075793024
F544,16266.906040648146
F543,25733.0046192597
F542,16380.890378572376
F533,16495.646395231604
F532,30241.367905127387
F541,21112.169354247737
F522,24983.379881392848
F531,21585.649300084482
F521,22894.864500185588
F523,17268.50337697455
F512,39437.90117922849
F511,34463.16746726304
F513,18292.824739570093
E714,30845.033511321806
E734,45818.319928178295
E724,29638.548850006664
E744,18167.34428799021
E743,22626.745356680363
E742,21275.12728315815
E733,20260.523463073972
E732,23148.208866202884
E741,25605.557535234333
E722,29145.969395566895
E731,22690.262840760017
E721,18504.418664872614
E723,26577.414846717304
E712,15886.420681213362
E711,24067.778468787666
E713,19194.2181713152
F714,19603.51457544223
F734,21453.331457319673
F724,19228.55858854281
F744,12644.753753679255
F743,18137.490003022504
F742,20415.37139506457
F733,25037.98000574764
F732,12388.14683408623
F741,49002.887223164056
F722,14173.590767522794
F731,11276.056092081131
F721,24857.89859044854
F723,28393.481229045705
F712,12532.911171638374
F711,11729.781951384211
F713,21132.63832742007
D614,39082.66892995893
D634,16820.03454431289
D624,23661.070398992502
D644,28829.67876859506
D643,31564.368419224575
D642,60845.32651845243
D633,17665.405155934375
D632,28393.599277613263
D641,36887.15859793655
D622,17964.283067449625
D631,42380.21433463945
D621,19296.06907366201
D623,20109.27284846975
D612,27277.61246942107
D611,39578.63006770551
D613,19019.662960632188
E614,45707.757074477
E634,30430.53550821475
E624,22161.67112108547
E644,17242.1814540744
E643,20126.751221721588
E642,21605.798297939375
E633,27325.034677200896
E632,18611.112743574333
E641,20636.088351456405
E622,19734.707724340627
E631,19085.889037313078
E621,20977.104279672247
E623,24179.985792100746
E612,17919.150570272024
E611,37744.692000192714
E613,24729.11544855203
D814,22629.94183023313
D834,31139.042495146736
D824,35449.53169194924
D844,19189.23017068525
D843,17511.452726680134
D842,25328.572781352756
D833,32600.6446848878
D832,14177.269357650477
D841,17048.74724452853
D822,23163.704232720764
D831,18487.905748786903
D821,42674.64797635177
D823,25284.228941521375
D812,22578.9860563521
D811,18011.816004570606
D813,22511.301837531548
E814,22860.565458831414
E834,43347.738027471125
E824,19740.35537735163
E844,35805.36285239709
E843,33866.90255052062
E842,23023.138908857785
E833,22297.28896678132
E832,22297.722305718544
E841,21169.412144475817
E822,16677.229990119467
E831,12523.980955462268
E821,18239.81354094632
E823,22682.077775640366
E812,15732.0142638059
E811,12863.076887335445
E813,22551.417832554882
F814,14248.89379456073
F834,16589.906936756324
F824,26286.342975442993
F844,22262.169473933816
F843,16110.694705122232
F842,12495.179824677716
F833,16013.299076572535
F832,27706.22470772234
F841,18995.466360595146
F822,66567.25812110018
F831,91828.19122658837
F821,14606.331738262048
F823,30708.25933191474
F812,12166.112608521125
F811,16737.073072703024
F813,30303.962380889505
D714,29679.192425569
D734,17330.42332271316
D724,41579.06267887194
D744,24167.7649819915
D743,25606.3818362826
D742,75410.56228716308
D733,15502.575746708137
D732,61791.455425054046
D741,43772.17062103442
D722,40959.72607184175
D731,18685.77334557548
D721,18266.730801023077
D723,50853.913572950776
D712,25916.73062567025
D711,52429.17547009146
D713,38610.22858028181
