well,electrode,n_measurements,spikes_n_nonzero,spikes_fraction_zero,spikes_total,spikes_mean,spikes_median,spikes_std,spikes_min,spikes_max
13,11,6,5,0.16666666666666666,11.0,1.8333333333333333,2.0,0.983192080250175,2.0,3.0
13,12,6,4,0.3333333333333333,12.0,2.0,2.5,1.6733200530681511,2.0,4.0
13,13,6,3,0.5,6.0,1.0,0.5,1.2649110640673518,1.0,3.0
13,14,6,3,0.5,17.0,2.8333333333333335,0.5,5.115336417740935,1.0,13.0
13,15,6,5,0.16666666666666666,69.0,11.5,13.5,9.22496612459905,1.0,23.0
13,16,6,5,0.16666666666666666,8.0,1.3333333333333333,1.5,0.816496580927726,1.0,2.0
14,1,6,6,0.0,11.0,1.8333333333333333,2.0,0.752772652709081,1.0,3.0
14,2,6,5,0.16666666666666666,9.0,1.5,1.0,1.224744871391589,1.0,3.0
14,3,6,4,0.3333333333333333,4.0,0.6666666666666666,1.0,0.5163977794943223,1.0,1.0
14,4,6,6,0.0,13.0,2.1666666666666665,2.0,1.3291601358251257,1.0,4.0
14,5,6,6,0.0,8.0,1.3333333333333333,1.0,0.816496580927726,1.0,3.0
14,6,6,5,0.16666666666666666,6.0,1.0,1.0,0.6324555320336759,1.0,2.0
14,7,6,4,0.3333333333333333,10.0,1.6666666666666667,2.0,1.505545305418162,2.0,4.0
14,8,6,3,0.5,7.0,1.1666666666666667,0.5,1.602081978759722,1.0,4.0
14,9,6,5,0.16666666666666666,8.0,1.3333333333333333,1.0,1.0327955589886446,1.0,3.0
14,10,6,6,0.0,1031.0,171.83333333333334,73.5,250.62914169478907,3.0,654.0
14,11,6,5,0.16666666666666666,8.0,1.3333333333333333,1.0,1.0327955589886446,1.0,3.0
14,12,6,3,0.5,7.0,1.1666666666666667,1.0,1.3291601358251257,2.0,3.0
14,13,6,5,0.16666666666666666,6.0,1.0,1.0,0.6324555320336759,1.0,2.0
14,14,6,3,0.5,3.0,0.5,0.5,0.5477225575051661,1.0,1.0
14,15,6,6,0.0,13.0,2.1666666666666665,1.5,1.4719601443879744,1.0,4.0
14,16,6,6,0.0,18.0,3.0,1.5,3.521363372331802,1.0,10.0
15,1,6,4,0.3333333333333333,74.0,12.333333333333334,1.5,27.295909339435216,1.0,68.0
15,2,6,5,0.16666666666666666,14.0,2.3333333333333335,2.5,1.632993161855452,1.0,4.0
15,3,6,4,0.3333333333333333,13.0,2.1666666666666665,2.0,2.562550812504343,2.0,7.0
15,4,6,6,0.0,14.0,2.3333333333333335,2.5,1.2110601416389968,1.0,4.0
15,5,6,5,0.16666666666666666,6.0,1.0,1.0,0.6324555320336759,1.0,2.0
15,6,6,5,0.16666666666666666,30.0,5.0,2.5,6.985699678629192,2.0,19.0
15,7,6,4,0.3333333333333333,10.0,1.6666666666666667,2.0,1.3662601021279464,2.0,3.0
15,8,6,2,0.6666666666666666,4.0,0.6666666666666666,0.0,1.0327955589886446,2.0,2.0
15,9,6,4,0.3333333333333333,10.0,1.6666666666666667,1.5,1.632993161855452,1.0,4.0
15,10,6,6,0.0,17.0,2.8333333333333335,3.0,1.3291601358251257,1.0,5.0
15,11,6,4,0.3333333333333333,5.0,0.8333333333333334,1.0,0.752772652709081,1.0,2.0
15,12,6,5,0.16666666666666666,9.0,1.5,1.0,1.224744871391589,1.0,3.0
15,13,6,5,0.16666666666666666,7.0,1.1666666666666667,1.0,0.752772652709081,1.0,2.0
15,14,6,5,0.16666666666666666,6.0,1.0,1.0,0.6324555320336759,1.0,2.0
15,15,6,5,0.16666666666666666,11.0,1.8333333333333333,1.5,1.7224014243685086,1.0,5.0
15,16,6,6,0.0,14.0,2.3333333333333335,1.0,2.8047578623950176,1.0,8.0
16,1,6,6,0.0,140.0,23.333333333333332,24.0,14.264174237111192,3.0,45.0
16,2,6,3,0.5,24.0,4.0,1.0,7.042726744663604,2.0,18.0
16,3,6,6,0.0,499.0,83.16666666666667,2.5,162.5022051132435,1.0,408.0
16,4,6,5,0.16666666666666666,13.0,2.1666666666666665,2.0,1.7224014243685084,1.0,5.0
16,5,6,6,0.0,278.0,46.333333333333336,1.0,110.55436068589364,1.0,272.0
16,6,6,5,0.16666666666666666,20.0,3.3333333333333335,3.0,3.204163957519444,1.0,9.0
16,7,6,6,0.0,417.0,69.5,2.5,164.3614918403943,2.0,405.0
16,8,6,6,0.0,40.0,6.666666666666667,2.5,11.003029885748136,1.0,29.0
16,9,6,6,0.0,26.0,4.333333333333333,3.0,3.777124126457412,1.0,10.0
16,10,6,4,0.3333333333333333,784.0,130.66666666666666,58.0,185.46338362778425,1.0,472.0
16,11,6,6,0.0,9.0,1.5,1.0,0.8366600265340756,1.0,3.0
16,12,6,4,0.3333333333333333,8.0,1.3333333333333333,1.0,1.5055453054181622,1.0,4.0
16,13,6,5,0.16666666666666666,8.0,1.3333333333333333,1.0,1.0327955589886444,1.0,3.0
16,14,6,4,0.3333333333333333,773.0,128.83333333333334,2.0,205.97224732149394,1.0,474.0
16,15,6,6,0.0,152.0,25.333333333333332,19.5,24.88908730079644,1.0,63.0
16,16,6,6,0.0,29.0,4.833333333333333,3.0,5.6005952064639235,1.0,16.0
17,1,6,5,0.16666666666666666,2184.0,364.0,251.0,418.9520258931803,23.0,1104.0
17,2,6,5,0.16666666666666666,458.0,76.33333333333333,2.5,123.00840079712714,1.0,291.0
17,3,6,5,0.16666666666666666,18.0,3.0,3.0,2.5298221281347035,1.0,7.0
17,4,6,6,0.0,353.0,58.833333333333336,61.5,54.13101390761739,1.0,140.0
17,5,6,6,0.0,46.0,7.666666666666667,3.0,8.891943919451283,1.0,24.0
17,6,6,5,0.16666666666666666,75.0,12.5,3.0,22.598672527385318,1.0,58.0
17,7,6,4,0.3333333333333333,35.0,5.833333333333333,2.0,11.391517311871437,2.0,29.0
17,8,6,6,0.0,220.0,36.666666666666664,2.5,84.92035484303317,1.0,210.0
17,9,6,5,0.16666666666666666,74.0,12.333333333333334,2.0,17.212398631993935,1.0,36.0
17,10,6,6,0.0,9.0,1.5,1.0,1.224744871391589,1.0,4.0
17,11,6,6,0.0,28.0,4.666666666666667,5.0,2.3380903889000244,2.0,7.0
17,12,6,4,0.3333333333333333,17.0,2.8333333333333335,3.0,2.9268868558020253,3.0,8.0
17,13,6,5,0.16666666666666666,12.0,2.0,1.5,1.7888543819998317,1.0,5.0
17,14,6,5,0.16666666666666666,14.0,2.3333333333333335,2.0,1.632993161855452,2.0,5.0
17,15,6,4,0.3333333333333333,9.0,1.5,1.5,1.51657508881031,1.0,4.0
17,16,6,5,0.16666666666666666,30.0,5.0,1.5,8.87693640846886,1.0,23.0
18,1,6,6,0.0,14.0,2.3333333333333335,2.5,1.2110601416389968,1.0,4.0
18,2,6,4,0.3333333333333333,5.0,0.8333333333333334,1.0,0.752772652709081,1.0,2.0
18,3,6,3,0.5,12.0,2.0,0.5,3.1622776601683795,1.0,8.0
18,4,6,3,0.5,4.0,0.6666666666666666,0.5,0.816496580927726,1.0,2.0
18,5,6,5,0.16666666666666666,16.0,2.6666666666666665,2.0,2.8751811537130436,1.0,8.0
18,6,6,5,0.16666666666666666,6.0,1.0,1.0,0.6324555320336759,1.0,2.0
18,7,6,5,0.16666666666666666,3037.0,506.1666666666667,146.5,684.2731667007458,34.0,1636.0
18,8,6,2,0.6666666666666666,6.0,1.0,0.0,1.6733200530681511,2.0,4.0
18,9,6,5,0.16666666666666666,89.0,14.833333333333334,3.5,20.546694786915648,1.0,48.0
18,10,6,5,0.16666666666666666,628.0,104.66666666666667,44.0,143.78131542960185,1.0,369.0
18,11,6,6,0.0,347.0,57.833333333333336,37.5,65.08584075408926,5.0,171.0
18,12,6,6,0.0,608.0,101.33333333333333,92.0,72.36481649715327,20.0,232.0
18,13,6,6,0.0,116.0,19.333333333333332,2.5,39.174821846010566,1.0,99.0
18,14,6,4,0.3333333333333333,421.0,70.16666666666667,57.5,79.96603445630318,2.0,184.0
18,15,6,5,0.16666666666666666,192.0,32.0,3.0,73.00958841138608,1.0,181.0
18,16,6,4,0.3333333333333333,14.0,2.3333333333333335,1.5,3.011090610836324,1.0,8.0
19,1,6,4,0.3333333333333333,9.0,1.5,1.5,1.378404875209022,1.0,3.0
19,2,6,4,0.3333333333333333,9.0,1.5,2.0,1.224744871391589,2.0,3.0
19,3,6,4,0.3333333333333333,11.0,1.8333333333333333,2.5,1.4719601443879744,2.0,3.0
19,4,6,3,0.5,8.0,1.3333333333333333,0.5,1.7511900715418263,1.0,4.0
19,5,6,5,0.16666666666666666,10.0,1.6666666666666667,1.0,1.7511900715418263,1.0,5.0
19,6,6,3,0.5,6.0,1.0,0.5,1.2649110640673518,1.0,3.0
19,7,6,6,0.0,41.0,6.833333333333333,2.5,10.907184176801392,1.0,29.0
19,8,6,6,0.0,11.0,1.8333333333333333,1.0,1.3291601358251257,1.0,4.0
19,9,6,4,0.3333333333333333,11.0,1.8333333333333333,1.0,2.316606713852541,1.0,6.0
19,10,6,4,0.3333333333333333,9.0,1.5,1.0,1.6431676725154984,1.0,4.0
19,11,6,5,0.16666666666666666,13.0,2.1666666666666665,2.5,1.4719601443879746,1.0,4.0
19,12,6,3,0.5,3.0,0.5,0.5,0.5477225575051661,1.0,1.0
19,13,6,5,0.16666666666666666,12.0,2.0,2.5,1.2649110640673518,1.0,3.0
19,14,6,5,0.16666666666666666,12.0,2.0,2.0,1.4142135623730951,1.0,4.0
