well,electrode,n_measurements,spikes_n_nonzero,spikes_fraction_zero,spikes_total,spikes_mean,spikes_median,spikes_std,spikes_min,spikes_max
9,12,6,4,0.3333333333333333,13.0,2.1666666666666665,3.0,1.7224014243685084,3.0,4.0
9,13,6,6,0.0,17.0,2.8333333333333335,1.5,3.125166662222459,1.0,9.0
9,14,6,5,0.16666666666666666,13.0,2.1666666666666665,2.5,1.4719601443879744,1.0,4.0
9,15,6,1,0.8333333333333334,4.0,0.6666666666666666,0.0,1.632993161855452,4.0,4.0
9,16,6,4,0.3333333333333333,11.0,1.8333333333333333,2.0,1.6020819787597222,2.0,4.0
10,1,6,3,0.5,9.0,1.5,0.5,2.345207879911715,1.0,6.0
10,2,6,4,0.3333333333333333,4.0,0.6666666666666666,1.0,0.5163977794943223,1.0,1.0
10,3,6,5,0.16666666666666666,7.0,1.1666666666666667,1.0,0.752772652709081,1.0,2.0
10,4,6,5,0.16666666666666666,11.0,1.8333333333333333,2.0,0.983192080250175,2.0,3.0
10,5,6,6,0.0,12.0,2.0,2.0,0.6324555320336759,1.0,3.0
10,6,6,5,0.16666666666666666,10.0,1.6666666666666667,2.0,1.0327955589886446,1.0,3.0
10,7,6,4,0.3333333333333333,5.0,0.8333333333333334,1.0,0.752772652709081,1.0,2.0
10,8,6,5,0.16666666666666666,10.0,1.6666666666666667,1.5,1.3662601021279464,1.0,4.0
10,9,6,5,0.16666666666666666,8.0,1.3333333333333333,1.0,1.0327955589886446,1.0,3.0
10,10,6,4,0.3333333333333333,5.0,0.8333333333333334,1.0,0.752772652709081,1.0,2.0
10,11,6,6,0.0,13.0,2.1666666666666665,2.0,0.752772652709081,1.0,3.0
10,12,6,6,0.0,13.0,2.1666666666666665,2.0,1.1690451944500122,1.0,4.0
10,13,6,6,0.0,12.0,2.0,2.0,0.8944271909999159,1.0,3.0
10,14,6,5,0.16666666666666666,9.0,1.5,1.5,1.0488088481701516,1.0,3.0
10,15,6,6,0.0,13.0,2.1666666666666665,2.0,1.1690451944500122,1.0,4.0
10,16,6,4,0.3333333333333333,9.0,1.5,1.0,2.258317958127243,1.0,6.0
11,1,6,5,0.16666666666666666,8.0,1.3333333333333333,1.0,1.0327955589886446,1.0,3.0
11,2,6,6,0.0,13.0,2.1666666666666665,2.0,0.752772652709081,1.0,3.0
11,3,6,4,0.3333333333333333,6.0,1.0,1.0,0.8944271909999159,1.0,2.0
11,4,6,4,0.3333333333333333,13.0,2.1666666666666665,2.0,2.1369760566432805,1.0,5.0
11,5,6,4,0.3333333333333333,4.0,0.6666666666666666,1.0,0.5163977794943223,1.0,1.0
11,6,6,3,0.5,7.0,1.1666666666666667,1.0,1.3291601358251257,2.0,3.0
11,7,6,5,0.16666666666666666,8.0,1.3333333333333333,1.0,1.0327955589886444,1.0,3.0
11,8,6,5,0.16666666666666666,10.0,1.6666666666666667,1.5,1.3662601021279464,1.0,4.0
11,9,6,5,0.16666666666666666,8.0,1.3333333333333333,1.5,0.816496580927726,1.0,2.0
11,10,6,5,0.16666666666666666,9.0,1.5,1.5,1.0488088481701516,1.0,3.0
11,11,6,4,0.3333333333333333,7.0,1.1666666666666667,1.5,0.9831920802501751,1.0,2.0
11,12,6,6,0.0,9.0,1.5,1.5,0.5477225575051661,1.0,2.0
11,13,6,6,0.0,8.0,1.3333333333333333,1.0,0.5163977794943223,1.0,2.0
11,14,6,6,0.0,12.0,2.0,1.5,1.2649110640673518,1.0,4.0
11,15,6,6,0.0,11.0,1.8333333333333333,1.0,1.6020819787597222,1.0,5.0
11,16,6,4,0.3333333333333333,11.0,1.8333333333333333,1.5,1.9407902170679516,1.0,5.0
12,1,6,6,0.0,9.0,1.5,1.5,0.5477225575051661,1.0,2.0
12,2,6,5,0.16666666666666666,7.0,1.1666666666666667,1.0,0.983192080250175,1.0,3.0
12,3,6,5,0.16666666666666666,8.0,1.3333333333333333,1.0,1.0327955589886446,1.0,3.0
12,4,6,6,0.0,12.0,2.0,1.5,1.2649110640673518,1.0,4.0
12,5,6,6,0.0,11.0,1.8333333333333333,2.0,0.7527726527090811,1.0,3.0
12,6,6,5,0.16666666666666666,14.0,2.3333333333333335,2.0,2.065591117977289,1.0,6.0
12,7,6,5,0.16666666666666666,7.0,1.1666666666666667,1.0,0.752772652709081,1.0,2.0
12,8,6,5,0.16666666666666666,5.0,0.8333333333333334,1.0,0.408248290463863,1.0,1.0
12,9,6,5,0.16666666666666666,10.0,1.6666666666666667,2.0,1.0327955589886444,1.0,3.0
12,10,6,3,0.5,3.0,0.5,0.5,0.5477225575051661,1.0,1.0
12,11,6,5,0.16666666666666666,7.0,1.1666666666666667,1.0,0.752772652709081,1.0,2.0
12,12,6,5,0.16666666666666666,11.0,1.8333333333333333,2.0,1.1690451944500122,1.0,3.0
12,13,6,4,0.3333333333333333,6.0,1.0,1.0,0.8944271909999159,1.0,2.0
12,14,6,3,0.5,6.0,1.0,1.0,1.0954451150103321,2.0,2.0
12,15,6,4,0.3333333333333333,7.0,1.1666666666666667,1.0,1.1690451944500122,1.0,3.0
12,16,6,3,0.5,9.0,1.5,1.0,1.760681686165901,2.0,4.0
13,1,6,3,0.5,20.0,3.3333333333333335,0.5,6.742897497861485,1.0,17.0
13,2,6,6,0.0,16.0,2.6666666666666665,1.5,2.250925735484551,1.0,6.0
13,3,6,2,0.6666666666666666,4.0,0.6666666666666666,0.0,1.0327955589886446,2.0,2.0
13,4,6,3,0.5,8.0,1.3333333333333333,1.0,1.5055453054181622,2.0,3.0
13,5,6,4,0.3333333333333333,9.0,1.5,1.5,1.51657508881031,1.0,4.0
13,6,6,4,0.3333333333333333,8.0,1.3333333333333333,1.0,1.8618986725025257,1.0,5.0
13,7,6,5,0.16666666666666666,20.0,3.3333333333333335,2.0,4.802776974487433,1.0,13.0
13,8,6,6,0.0,11.0,1.8333333333333333,2.0,0.752772652709081,1.0,3.0
13,9,6,3,0.5,7.0,1.1666666666666667,0.5,1.4719601443879744,1.0,3.0
13,10,6,4,0.3333333333333333,10.0,1.6666666666666667,1.5,1.8618986725025255,1.0,5.0
