well,electrode,n_measurements,bursts_n_nonzero,bursts_fraction_zero,bursts_total,bursts_mean,bursts_median,bursts_std,bursts_min,bursts_max
16,8,6,1,0.8333333333333334,1.0,0.16666666666666666,0.0,0.408248290463863,1.0,1.0
16,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
16,10,6,1,0.8333333333333334,29.0,4.833333333333333,0.0,11.839200423452029,29.0,29.0
16,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
16,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
16,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
16,14,6,1,0.8333333333333334,26.0,4.333333333333333,0.0,10.614455552060438,26.0,26.0
16,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
16,16,6,1,0.8333333333333334,1.0,0.16666666666666666,0.0,0.408248290463863,1.0,1.0
17,1,6,4,0.3333333333333333,155.0,25.833333333333332,14.5,33.724867185308035,1.0,85.0
17,2,6,1,0.8333333333333334,2.0,0.3333333333333333,0.0,0.816496580927726,2.0,2.0
17,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,4,6,1,0.8333333333333334,1.0,0.16666666666666666,0.0,0.408248290463863,1.0,1.0
17,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,7,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,8,6,1,0.8333333333333334,20.0,3.3333333333333335,0.0,8.16496580927726,20.0,20.0
17,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,10,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,11,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,14,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,15,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
17,16,6,1,0.8333333333333334,2.0,0.3333333333333333,0.0,0.816496580927726,2.0,2.0
18,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,3,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,4,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,5,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,6,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,7,6,2,0.6666666666666666,137.0,22.833333333333332,0.0,36.38910093237626,55.0,82.0
18,8,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,9,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,10,6,1,0.8333333333333334,2.0,0.3333333333333333,0.0,0.816496580927726,2.0,2.0
18,11,6,2,0.6666666666666666,3.0,0.5,0.0,0.8366600265340756,1.0,2.0
18,12,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,13,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
18,14,6,2,0.6666666666666666,8.0,1.3333333333333333,0.0,2.160246899469287,3.0,5.0
18,15,6,1,0.8333333333333334,1.0,0.16666666666666666,0.0,0.408248290463863,1.0,1.0
18,16,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,1,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
19,2,6,0,1.0,0.0,0.0,0.0,0.0,,0.0
