well,electrode,total_measurements,inactive_count,fraction_inactive,inactive_measurements,always_inactive
30,15,41,2,0.04878048780487805,"1,21",0
30,16,41,4,0.0975609756097561,"1,2,3,31",0
31,1,41,2,0.04878048780487805,"1,4",0
31,2,41,2,0.04878048780487805,"1,2",0
31,3,41,4,0.0975609756097561,"5,12,22,35",0
31,4,41,1,0.024390243902439025,1,0
31,5,41,5,0.12195121951219512,"1,9,11,14,27",0
31,6,41,6,0.14634146341463414,"1,2,4,21,34,39",0
31,7,41,7,0.17073170731707318,"1,2,4,6,21,24,38",0
31,8,41,6,0.14634146341463414,"1,2,14,21,26,37",0
31,9,41,2,0.04878048780487805,"27,36",0
31,10,41,4,0.0975609756097561,"1,2,33,39",0
31,11,41,4,0.0975609756097561,"1,2,26,27",0
31,12,41,2,0.04878048780487805,"1,41",0
31,13,41,5,0.12195121951219512,"1,9,11,20,33",0
31,14,41,4,0.0975609756097561,"1,17,23,24",0
31,15,41,4,0.0975609756097561,"1,2,21,27",0
31,16,41,0,0.0,,0
32,1,41,5,0.12195121951219512,"1,2,23,24,40",0
32,2,41,1,0.024390243902439025,1,0
32,3,41,4,0.0975609756097561,"1,2,30,34",0
32,4,41,2,0.04878048780487805,"1,40",0
32,5,41,4,0.0975609756097561,"1,2,10,31",0
32,6,41,7,0.17073170731707318,"1,2,3,9,11,15,39",0
32,7,41,5,0.12195121951219512,"1,2,19,32,38",0
32,8,41,4,0.0975609756097561,"1,2,3,30",0
32,9,41,4,0.0975609756097561,"2,17,22,26",0
32,10,41,5,0.12195121951219512,"1,2,14,24,33",0
32,11,41,3,0.07317073170731707,"1,2,20",0
32,12,41,6,0.14634146341463414,"1,2,14,18,22,40",0
32,13,41,7,0.17073170731707318,"1,2,4,13,27,28,39",0
32,14,41,4,0.0975609756097561,"1,12,23,29",0
32,15,41,6,0.14634146341463414,"1,2,5,18,19,20",0
32,16,41,8,0.1951219512195122,"1,2,7,8,9,12,32,34",0
33,1,41,7,0.17073170731707318,"1,2,4,7,9,13,29",0
33,2,41,8,0.1951219512195122,"1,2,13,18,21,29,32,35",0
33,3,41,7,0.17073170731707318,"1,2,8,10,14,19,33",0
33,4,41,6,0.14634146341463414,"1,2,12,20,24,33",0
33,5,41,4,0.0975609756097561,"1,2,3,12",0
33,6,41,7,0.17073170731707318,"1,2,17,34,37,38,41",0
33,7,41,6,0.14634146341463414,"1,2,20,28,36,39",0
33,8,41,5,0.12195121951219512,"1,2,8,33,37",0
33,9,41,4,0.0975609756097561,"1,2,26,30",0
33,10,41,7,0.17073170731707318,"1,7,14,18,28,31,33",0
33,11,41,7,0.17073170731707318,"1,2,4,10,34,35,36",0
33,12,41,7,0.17073170731707318,"1,2,8,21,23,28,40",0
33,13,41,8,0.1951219512195122,"1,2,3,4,6,7,25,35",0
33,14,41,5,0.12195121951219512,"1,2,11,22,32",0
33,15,41,3,0.07317073170731707,"1,2,15",0
33,16,41,5,0.12195121951219512,"1,2,8,10,19",0
34,1,41,5,0.12195121951219512,"1,4,9,26,29",0
34,2,41,2,0.04878048780487805,"1,2",0
34,3,41,5,0.12195121951219512,"1,2,11,25,31",0
34,4,41,3,0.07317073170731707,"1,2,9",0
34,5,41,2,0.04878048780487805,"1,33",0
34,6,41,9,0.21951219512195122,"1,2,7,8,10,14,23,24,38",0
34,7,41,4,0.0975609756097561,"1,2,23,26",0
34,8,41,2,0.04878048780487805,"1,18",0
34,9,41,3,0.07317073170731707,"1,2,13",0
34,10,41,5,0.12195121951219512,"1,2,13,33,37",0
34,11,41,3,0.07317073170731707,"1,2,3",0
34,12,41,7,0.17073170731707318,"1,2,6,18,29,32,37",0
34,13,41,6,0.14634146341463414,"1,2,4,18,35,39",0
34,14,41,4,0.0975609756097561,"1,2,19,31",0
34,15,41,6,0.14634146341463414,"1,2,3,5,27,40",0
34,16,41,6,0.14634146341463414,"1,2,22,33,38,41",0
35,1,41,5,0.12195121951219512,"1,2,4,9,25",0
35,2,41,5,0.12195121951219512,"1,2,7,17,19",0
35,3,41,6,0.14634146341463414,"1,2,8,11,19,37",0
35,4,41,5,0.12195121951219512,"1,2,8,11,30",0
35,5,41,6,0.14634146341463414,"1,2,16,18,22,33",0
35,6,41,6,0.14634146341463414,"1,2,10,21,23,31",0
35,7,41,8,0.1951219512195122,"1,2,5,12,13,24,26,27",0
35,8,41,8,0.1951219512195122,"1,2,4,13,15,20,23,27",0
35,9,41,4,0.0975609756097561,"1,2,7,13",0
35,10,41,7,0.17073170731707318,"1,2,9,11,18,31,34",0
35,11,41,6,0.14634146341463414,"1,2,5,21,30,37",0
35,12,41,1,0.024390243902439025,1,0
35,13,41,4,0.0975609756097561,"1,2,26,28",0
35,14,41,7,0.17073170731707318,"1,2,3,19,20,33,37",0
35,15,41,4,0.0975609756097561,"1,2,21,31",0
35,16,41,7,0.17073170731707318,"1,3,11,26,30,34,40",0
36,1,41,4,0.0975609756097561,"1,15,21,23",0
36,2,41,3,0.07317073170731707,"1,2,41",0
36,3,41,8,0.1951219512195122,"2,3,6,10,15,25,26,40",0
36,4,41,5,0.12195121951219512,"1,2,16,27,35",0
36,5,41,10,0.24390243902439024,"1,2,4,6,9,12,16,23,30,34",0
36,6,41,4,0.0975609756097561,"1,2,7,21",0
36,7,41,5,0.12195121951219512,"1,2,13,29,40",0
36,8,41,6,0.14634146341463414,"1,2,8,12,20,41",0
36,9,41,5,0.12195121951219512,"2,19,29,30,39",0
36,10,41,8,0.1951219512195122,"2,4,5,19,24,33,36,40",0
36,11,41,9,0.21951219512195122,"1,2,9,15,17,21,24,30,33",0
36,12,41,3,0.07317073170731707,"1,2,4",0
36,13,41,4,0.0975609756097561,"2,3,37,39",0
36,14,41,8,0.1951219512195122,"2,4,5,13,27,33,39,41",0
36,15,41,7,0.17073170731707318,"1,2,4,8,19,31,37",0
36,16,41,10,0.24390243902439024,"1,7,9,11,14,29,31,32,34,35",0
37,1,41,3,0.07317073170731707,"1,2,5",0
37,2,41,3,0.07317073170731707,"1,2,18",0
37,3,41,4,0.0975609756097561,"1,2,38,40",0
37,4,41,4,0.0975609756097561,"1,2,14,28",0
37,5,41,1,0.024390243902439025,39,0
37,6,41,2,0.04878048780487805,"1,2",0
37,7,41,2,0.04878048780487805,"1,2",0
37,8,41,2,0.04878048780487805,"2,19",0
37,9,41,3,0.07317073170731707,"1,11,29",0
37,10,41,5,0.12195121951219512,"1,2,7,24,37",0
37,11,41,4,0.0975609756097561,"1,31,39,41",0
37,12,41,2,0.04878048780487805,"1,20",0
37,13,41,6,0.14634146341463414,"1,2,9,32,33,39",0
37,14,41,8,0.1951219512195122,"1,2,4,6,34,35,36,41",0
37,15,41,6,0.14634146341463414,"1,2,9,11,14,40",0
37,16,41,0,0.0,,0
38,1,41,6,0.14634146341463414,"1,2,10,13,28,31",0
38,2,41,3,0.07317073170731707,"1,2,18",0
38,3,41,5,0.12195121951219512,"1,2,3,7,35",0
38,4,41,3,0.07317073170731707,"1,3,12",0
38,5,41,3,0.07317073170731707,"1,2,12",0
38,6,41,6,0.14634146341463414,"1,2,14,21,30,32",0
38,7,41,5,0.12195121951219512,"1,2,5,31,41",0
38,8,41,3,0.07317073170731707,"2,3,20",0
38,9,41,3,0.07317073170731707,"18,26,34",0
38,10,41,3,0.07317073170731707,"1,3,8",0
38,11,41,4,0.0975609756097561,"1,2,36,40",0
38,12,41,4,0.0975609756097561,"1,2,9,10",0
38,13,41,4,0.0975609756097561,"1,2,16,37",0
38,14,41,3,0.07317073170731707,"1,3,5",0
38,15,41,2,0.04878048780487805,"2,10",0
38,16,41,5,0.12195121951219512,"1,28,30,32,35",0
39,1,41,3,0.07317073170731707,"1,2,38",0
39,2,41,3,0.07317073170731707,"2,15,16",0
39,3,41,4,0.0975609756097561,"1,5,8,14",0
39,4,41,8,0.1951219512195122,"1,2,10,11,17,20,25,28",0
39,5,41,3,0.07317073170731707,"1,2,35",0
39,6,41,4,0.0975609756097561,"1,2,7,24",0
39,7,41,3,0.07317073170731707,"1,2,29",0
39,8,41,2,0.04878048780487805,"1,2",0
39,9,41,6,0.14634146341463414,"1,2,16,18,20,26",0
39,10,41,4,0.0975609756097561,"1,2,8,40",0
39,11,41,5,0.12195121951219512,"1,4,26,34,36",0
39,12,41,8,0.1951219512195122,"1,2,17,20,22,30,35,40",0
39,13,41,6,0.14634146341463414,"1,2,3,14,23,30",0
39,14,41,3,0.07317073170731707,"1,24,34",0
39,15,41,8,0.1951219512195122,"1,2,6,7,8,21,36,38",0
39,16,41,3,0.07317073170731707,"1,5,41",0
40,1,41,7,0.17073170731707318,"1,2,7,25,26,28,36",0
40,2,41,6,0.14634146341463414,"1,2,9,30,32,34",0
40,3,41,7,0.17073170731707318,"1,2,4,21,30,39,41",0
40,4,41,9,0.21951219512195122,"1,2,11,13,22,28,36,37,39",0
40,5,41,7,0.17073170731707318,"1,8,12,22,30,33,36",0
40,6,41,6,0.14634146341463414,"1,12,20,23,37,39",0
40,7,41,5,0.12195121951219512,"1,2,6,13,23",0
40,8,41,2,0.04878048780487805,"1,41",0
40,9,41,2,0.04878048780487805,"1,14",0
40,10,41,7,0.17073170731707318,"1,2,4,14,27,32,33",0
40,11,41,1,0.024390243902439025,2,0
40,12,41,3,0.07317073170731707,"1,2,11",0
40,13,41,5,0.12195121951219512,"2,3,20,34,39",0
40,14,41,5,0.12195121951219512,"1,2,3,22,31",0
40,15,41,6,0.14634146341463414,"1,2,4,28,29,32",0
40,16,41,11,0.2682926829268293,"1,2,8,11,22,23,25,27,29,35,37",0
41,1,41,10,0.24390243902439024,"1,2,6,7,8,12,13,19,21,24",0
41,2,41,6,0.14634146341463414,"1,2,12,36,38,40",0
41,3,41,6,0.14634146341463414,"1,2,19,24,28,34",0
41,4,41,4,0.0975609756097561,"1,2,14,24",0
41,5,41,4,0.0975609756097561,"1,2,5,12",0
41,6,41,8,0.1951219512195122,"1,2,16,20,22,27,31,41",0
41,7,41,8,0.1951219512195122,"1,6,10,14,25,36,37,39",0
41,8,41,6,0.14634146341463414,"1,2,11,23,24,41",0
41,9,41,6,0.14634146341463414,"1,2,11,13,29,37",0
41,10,41,6,0.14634146341463414,"9,20,25,29,34,36",0
41,11,41,11,0.2682926829268293,"1,2,5,14,16,18,19,21,27,35,41",0
41,12,41,3,0.07317073170731707,"1,16,29",0
41,13,41,4,0.0975609756097561,"1,2,3,29",0
41,14,41,6,0.14634146341463414,"1,2,27,29,33,35",0
41,15,41,6,0.14634146341463414,"2,7,8,14,25,26",0
41,16,41,4,0.0975609756097561,"2,30,37,40",0
42,1,41,7,0.17073170731707318,"1,6,8,22,29,33,39",0
42,2,41,0,0.0,,0
42,3,41,9,0.21951219512195122,"1,2,5,9,14,17,31,32,39",0
42,4,41,1,0.024390243902439025,35,0
42,5,41,4,0.0975609756097561,"2,22,35,36",0
42,6,41,5,0.12195121951219512,"1,2,4,14,18",0
42,7,41,5,0.12195121951219512,"1,2,3,25,28",0
42,8,41,6,0.14634146341463414,"1,2,20,32,37,38",0
42,9,41,8,0.1951219512195122,"1,2,12,19,31,33,34,38",0
42,10,41,4,0.0975609756097561,"1,2,3,9",0
42,11,41,3,0.07317073170731707,"1,5,23",0
42,12,41,6,0.14634146341463414,"1,5,6,7,15,20",0
42,13,41,3,0.07317073170731707,"1,6,37",0
42,14,41,6,0.14634146341463414,"1,2,6,8,11,24",0
42,15,41,8,0.1951219512195122,"1,2,3,5,7,29,32,39",0
42,16,41,8,0.1951219512195122,"1,2,4,20,22,24,27,29",0
43,1,41,5,0.12195121951219512,"1,14,26,34,37",0
43,2,41,2,0.04878048780487805,"1,2",0
43,3,41,5,0.12195121951219512,"1,11,12,17,30",0
43,4,41,4,0.0975609756097561,"1,2,24,30",0
43,5,41,3,0.07317073170731707,"1,2,24",0
43,6,41,5,0.12195121951219512,"2,14,20,37,38",0
43,7,41,5,0.12195121951219512,"1,2,5,21,29",0
43,8,41,6,0.14634146341463414,"6,14,16,22,25,40",0
43,9,41,8,0.1951219512195122,"1,2,4,19,20,22,23,31",0
43,10,41,6,0.14634146341463414,"1,2,9,23,24,34",0
43,11,41,9,0.21951219512195122,"1,2,11,15,17,18,31,35,40",0
43,12,41,6,0.14634146341463414,"1,2,13,26,35,41",0
43,13,41,5,0.12195121951219512,"1,2,6,27,29",0
43,14,41,9,0.21951219512195122,"1,2,7,17,18,23,26,29,34",0
43,15,41,5,0.12195121951219512,"1,2,3,26,39",0
43,16,41,8,0.1951219512195122,"1,2,5,8,11,15,29,34",0
44,1,41,3,0.07317073170731707,"1,27,33",0
44,2,41,2,0.04878048780487805,"1,2",0
44,3,41,5,0.12195121951219512,"1,3,4,14,35",0
44,4,41,10,0.24390243902439024,"1,2,4,7,15,16,34,35,38,40",0
44,5,41,5,0.12195121951219512,"1,2,7,29,30",0
44,6,41,8,0.1951219512195122,"1,2,7,16,19,23,25,38",0
44,7,41,10,0.24390243902439024,"1,2,5,6,7,8,17,18,23,29",0
44,8,41,5,0.12195121951219512,"1,2,7,34,37",0
44,9,41,8,0.1951219512195122,"1,2,7,18,19,30,31,36",0
44,10,41,9,0.21951219512195122,"1,2,4,7,9,13,25,27,33",0
44,11,41,8,0.1951219512195122,"1,2,6,7,11,12,16,22",0
44,12,41,5,0.12195121951219512,"1,6,7,17,41",0
44,13,41,8,0.1951219512195122,"7,11,17,27,30,34,36,37",0
44,14,41,6,0.14634146341463414,"1,4,5,7,26,29",0
44,15,41,6,0.14634146341463414,"1,7,20,21,25,41",0
44,16,41,8,0.1951219512195122,"1,2,7,14,15,18,21,34",0
45,1,41,3,0.07317073170731707,"1,2,7",0
45,2,41,5,0.12195121951219512,"2,7,37,38,39",0
45,3,41,4,0.0975609756097561,"1,2,7,8",0
45,4,41,3,0.07317073170731707,"1,2,7",0
45,5,41,4,0.0975609756097561,"2,6,7,21",0
45,6,41,2,0.04878048780487805,"7,33",0
45,7,41,5,0.12195121951219512,"1,2,7,20,41",0
45,8,41,7,0.17073170731707318,"1,2,4,7,18,27,38",0
45,9,41,6,0.14634146341463414,"1,2,7,9,31,41",0
45,10,41,4,0.0975609756097561,"2,4,7,13",0
45,11,41,7,0.17073170731707318,"1,2,7,11,29,33,38",0
45,12,41,5,0.12195121951219512,"1,2,6,7,9",0
45,13,41,3,0.07317073170731707,"2,6,7",0
45,14,41,6,0.14634146341463414,"1,7,12,25,33,37",0
45,15,41,4,0.0975609756097561,"1,2,5,7",0
45,16,41,8,0.1951219512195122,"1,2,7,25,30,32,33,35",0
46,1,41,2,0.04878048780487805,"1,7",0
46,2,41,2,0.04878048780487805,"2,7",0
46,3,41,5,0.12195121951219512,"1,2,5,7,11",0
46,4,41,6,0.14634146341463414,"1,2,3,7,23,35",0
46,5,41,4,0.0975609756097561,"1,2,7,37",0
46,6,41,3,0.07317073170731707,"5,7,10",0
46,7,41,3,0.07317073170731707,"1,2,7",0
46,8,41,8,0.1951219512195122,"1,2,7,12,15,16,24,26",0
46,9,41,2,0.04878048780487805,"7,16",0
46,10,41,3,0.07317073170731707,"1,2,7",0
46,11,41,4,0.0975609756097561,"1,2,7,33",0
46,12,41,3,0.07317073170731707,"6,7,25",0
46,13,41,2,0.04878048780487805,"1,7",0
46,14,41,3,0.07317073170731707,"1,2,7",0
46,15,41,4,0.0975609756097561,"1,7,17,24",0
46,16,41,5,0.12195121951219512,"1,2,7,9,23",0
47,1,41,4,0.0975609756097561,"2,7,16,24",0
47,2,41,5,0.12195121951219512,"1,5,7,12,15",0
47,3,41,5,0.12195121951219512,"1,2,3,6,7",0
47,4,41,6,0.14634146341463414,"1,2,7,9,38,39",0
47,5,41,5,0.12195121951219512,"1,6,7,30,39",0
47,6,41,7,0.17073170731707318,"1,2,7,9,10,18,20",0
47,7,41,5,0.12195121951219512,"1,3,7,12,24",0
47,8,41,6,0.14634146341463414,"1,2,7,19,20,22",0
47,9,41,3,0.07317073170731707,"7,8,20",0
47,10,41,6,0.14634146341463414,"1,2,7,9,13,38",0
47,11,41,5,0.12195121951219512,"1,2,6,7,39",0
47,12,41,3,0.07317073170731707,"1,2,7",0
47,13,41,4,0.0975609756097561,"1,2,7,32",0
47,14,41,7,0.17073170731707318,"1,2,4,7,14,26,39",0
47,15,41,7,0.17073170731707318,"1,2,4,7,14,34,39",0
47,16,41,8,0.1951219512195122,"2,3,7,18,22,30,31,39",0
48,1,41,2,0.04878048780487805,"2,7",0
48,2,41,3,0.07317073170731707,"1,2,7",0
48,3,41,8,0.1951219512195122,"1,2,7,18,19,30,39,40",0
48,4,41,6,0.14634146341463414,"1,2,7,20,26,29",0
48,5,41,7,0.17073170731707318,"1,2,7,13,21,25,29",0
48,6,41,8,0.1951219512195122,"1,2,7,18,26,27,39,41",0
48,7,41,6,0.14634146341463414,"1,2,7,20,24,38",0
48,8,41,5,0.12195121951219512,"1,2,7,20,38",0
48,9,41,4,0.0975609756097561,"1,2,7,39",0
48,10,41,7,0.17073170731707318,"1,7,15,26,29,30,33",0
48,11,41,5,0.12195121951219512,"1,2,7,25,27",0
48,12,41,3,0.07317073170731707,"1,2,7",0
48,13,41,6,0.14634146341463414,"1,2,7,15,29,41",0
48,14,41,7,0.17073170731707318,"1,2,7,9,13,17,23",0
48,15,41,5,0.12195121951219512,"1,2,7,10,17",0
48,16,41,5,0.12195121951219512,"2,5,6,7,37",0
