well,electrode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
10,13,0,2,0,2,2,2,2,1,3,4,3,3,0,3,2,79,17,4,1,4,3,2,0,1,3,3,2,3,5,1,1,1,3,3,3,6,3,4,35,6,0
10,14,0,1,2,4,3,0,1,2,0,2,2,4,1,1,50,338,1036,755,4,7,3,1,26,3,1,0,1,4,3,1,4,1,2,2,3,4,1,0,3,0,0
10,15,0,0,2,4,4,0,1,3,2,3,2,1,3,3,0,2,1,3,2,2,3,2,3,1,1,2,0,3,2,2,2,4,3,2,0,2,4,0,2,3,2
10,16,0,0,1,4,1,92,9,4,3,3,1,0,2,3,1,1,1,5,3,4,3,1,1,1,1,3,5,1,1,1,0,4,4,6,1,3,4,0,0,3,2
11,1,0,5,154,9,1,4,1,2,1,1,1,6,3,3,2,2,3,1,1,4,1,1,1,3,5,3,5,6,7,8,28,36,6,537,295,697,531,22,394,135,266
11,2,0,1,4,3,1,4,0,2,50,213,6,2,4,1,11,65,650,1084,912,24,25,105,17,12,8,10,10,20,304,176,250,372,5,103,194,281,265,115,207,407,280
11,3,0,0,4,5,1,0,2,1,2,1,0,4,2,3,1,5,1,3,2,3,5,7,1,3,4,6,2,2,0,4,1,5,0,4,3,3,7,516,408,659,550
11,4,0,0,3,3,4,1,3,4,4,3,2,5,1,3,0,2,3,1,2,2,1,2,1,1,3,2,2,1,1,2,2,2,1,5,2,4,0,5,0,1,2
11,5,0,0,1,5,1,150,3,4,1,3,0,4,4,1,1,0,3,3,4,1,3,3,1,3,0,4,4,2,1,1,4,3,2,2,1,5,1,6,0,2,2
11,6,0,0,3,4,3,2,2,5,0,5,2,2,2,0,2,4,3,9,4,1,0,2,1,3,1,2,1,2,2,1,2,3,1,4,1,2,2,5,5,1,6
11,7,0,0,5,2,3,31,51,73,2,5,4,3,1,1,3,3,2,1,1,1,0,2,3,2,2,1,1,3,2,2,3,3,3,1,0,2,4,1,1,1,5
11,8,0,0,63,21,4,3,0,1,2,1,3,3,2,2,3,3,3,2,1,4,5,5,3,1,1,5,2,3,4,7,17,12,0,3,4,0,1,39,62,39,501
11,9,0,0,0,2,4,2,2,4,3,2,1,3,2,3,0,1,0,2,3,3,1,5,5,3,1,1,1,3,0,1,1,2,4,103,173,14,2,1,4,1,2
11,10,0,1,2,4,0,2,3,1,1,3,1,1,5,2,2,0,5,1,3,2,2,2,0,4,2,2,5,3,3,1,2,2,0,1,2,4,1,5,3,2,1
11,11,1,0,1,3,1,0,4,0,2,7,5,3,3,2,2,2,2,3,1,3,0,3,1,1,1,3,5,5,0,3,0,2,0,1,2,10,1,10,6,12,23
11,12,0,1,5,5,4,0,1,4,8,3,2,2,2,5,3,1,3,3,1,4,3,3,2,2,2,2,3,4,2,4,2,3,5,2,2,1,3,1,2,0,24
11,13,0,0,6,1,1,2,2,264,2,4,2,1,1,2,1,11,1,2,2,3,0,2,3,2,1,1,2,1,4,3,1,3,3,1,3,1,1,2,4,0,2
11,14,0,0,1,4,2,3,3,1,3,4,0,1,0,1,1,1,0,3,1,3,1,6,6,2,0,1,1,1,1,3,2,3,0,3,1,4,0,6,2,5,1
11,15,0,0,2,1,6,3,0,4,1,2,1,1,1,1,2,2,2,2,2,3,1,0,2,2,0,1,2,2,2,3,4,2,2,8,19,13,33,11,13,3,4
11,16,0,0,2,17,12,38,155,27,423,621,3,0,0,3,8,1,5,0,9,86,135,121,102,321,260,181,94,62,38,150,113,74,2,3,6,5,3,2,3,0,1
12,1,0,1,2,4,1,6,65,5,2,2,2,2,3,2,3,0,3,2,1,2,3,1,0,2,2,3,0,2,4,0,6,0,6,5,3,3,2,2,7,3,6
12,2,0,0,1,7,8,119,88,29,37,3,1,7,1,0,4,1,3,3,1,1,0,3,4,2,2,2,2,2,4,1,1,2,4,2,2,2,3,2,4,2,3
12,3,0,2,2,0,2,3,41,4,26,2,2,0,2,0,1,2,4,4,1,1,1,1,5,0,5,2,5,2,4,1,1,2,4,2,2,4,3,35,7,7,16
12,4,1,2,2,7,9,14,3,2,0,301,1,2,1,2,0,2,2,3,1,3,0,3,4,2,1,1,2,0,2,3,2,2,3,1,0,3,2,3,4,1,3
12,5,0,0,1,3,2,2,1,2,5,5,4,2,0,4,1,4,2,4,32,1,6,3,2,4,3,4,4,6,2,7,5,7,2,22,15,7,6,6,4,8,11
12,6,0,1,13,20,6,146,0,1,0,3,1,0,6,4,2,2,1,0,2,67,35,15,178,106,701,1718,1844,1778,1775,1018,1474,2731,1407,2651,2288,2768,2313,2123,1290,1909,2328
12,7,0,1,2,1,3,4,0,2,0,4,3,22,110,521,197,72,1,2,3,2,2,2,1,3,3,2,4,1,2,2,1,1,4,12,11,2,4,4,4,12,1
12,8,2,0,2,2,6,2,6,7,18,60,1,2,1,2,1,4,4,0,5,5,3,2,0,3,3,2,2,2,3,1,3,1,2,0,3,2,2,3,2,1,1
12,9,1,0,0,3,1,0,142,7,1,4,2,1,1,0,0,3,1,1,3,1,0,2,2,0,4,0,0,0,3,1,2,3,1,12,56,63,37,34,85,79,156
12,10,0,0,10,6,3,18,67,44,75,53,35,31,39,82,54,30,511,132,79,1,2,2,3,2,10,76,101,116,714,679,689,1089,456,1820,1895,2136,1679,1768,1967,1772,2552
12,11,0,0,0,2,4,3,1,3,0,1,7,184,33,157,1,2,2,4,1,1,3,0,3,3,1,2,3,0,0,2,6,1,2,3,2,2,4,3,1,5,3
12,12,0,0,4,1,6,20,2,2,4,0,1,3,0,1,3,2,4,1,2,1,0,2,3,1,6,0,1,5,2,3,1,3,3,3,4,2,3,0,5,10,50
12,13,1,1,76,89,14,13,14,291,13,3,3,2,2,11,2,2,4,3,1,3,4,6,1,4,2,1,4,5,0,4,1,3,0,5,2,4,3,5,3,6,9
12,14,0,0,2,1,2,3,5,1,2,3,2,2,5,1,2,2,0,1,0,4,45,162,169,79,152,211,118,230,14,2,4,4,0,2,4,0,4,7,5,5,20
12,15,0,0,2,2,0,2,4,1,2,3,4,2,2,7,0,3,1,2,5,4,1,3,0,2,2,2,5,1,2,4,1,3,1,3,3,81,3,0,4,29,2
12,16,0,0,1,2,3,1,4,1,3,4,1,4,5,2,1,1,3,0,2,4,1,1,2,4,1,4,0,6,1,0,3,4,5,3,2,2,1,1,3,0,2
13,1,0,0,155,178,77,419,772,866,1142,1439,417,242,553,763,507,392,234,200,147,1993,1671,1947,2090,4067,4997,5297,4939,4919,4670,7618,4453,2221,1036,7474,3979,4659,3839,3584,3851,3273,2376
13,2,2,4,6,0,15,2,2,6,4,4,187,8,2,1,1,2,2,3,3,3,2,2,2,11,0,1,2,2,4,3,43,10,7,10,2,3,5,1324,2001,876,1426
13,3,1,0,4,4,2,2,0,3,2,17,2,2,1,394,2,8,1,28,5,61,8,4,405,62,221,24,116,11,180,61,623,0,4,2,4,1,5,1,5,42,220
13,4,0,0,2,2,3,4,3,7,1,2,3,2,2,0,6,1,6,2,4,595,5,4,3,3,0,5,3,1,504,3,4,5,4,0,26,1,1,3,2,4,281
13,5,0,1,5,4,0,4,3,2,2,2,4,3,0,1,267,3,34,20,190,30,203,1,244,1566,207,4,2,1,2,1648,691,598,1,286,0,7,18,2,3,3,935
13,6,1,0,1,1,5,2,4,2,0,2,4,1,2,2,7,285,2,75,0,1,1,2,1,1,2,1,1,1,3,2,1,996,2,2,3,4,1,21,2,2,2
13,7,0,0,20,18,7,3,0,3,3,6,3,5,3,9,5,3,1,442,504,760,4,1,4,6,941,48,9,402,168,896,1388,353,2,0,316,13,151,4,3,3,5
13,8,0,1,41,0,0,83,257,37,301,439,2,1,4,18,4,4,0,323,189,2,2,3,3,8,1,5,2,3,7,570,56,525,4,6,9,37,1319,2,2,1,3
13,9,0,0,3,2,1,3,0,8,9,95,5,2,5,77,7,156,11,2,2,447,4,4,58,561,446,185,25,9,126,5,6,4,4,5,392,303,2317,648,100,54,12
13,10,1,0,2,1,2,5,1,1,1,0,3,4,5,2,5,2,5,2,609,17,8,0,4,0,2,2,1,6,145,0,4,9,4,4,7,4,1,3,2,0,4
13,11,1,1,5,5,6,4,3,5,3,3,1,22,3,16,1,3,2,4,8,2,14,4,3,2,2,4,5,10,1,4,4,1028,4,1,1,1,3,3,4,1,6
13,12,0,0,3,11,44,3,3,0,3,3,13,1,0,332,2477,1677,2587,570,1575,3,6,17,0,5,7,2,3,3,1,4,2,0,1100,1,1,3,1,3,46,99,2
13,13,0,0,1,6,1,2,1,2,33,150,5,43,74,1,0,2,66,311,2,2,6,3,2,4,138,122,2,2,2238,2758,5327,6838,0,138,89,234,297,2,1,367,2
13,14,0,0,4,3,6,7,1,2,0,2,7,0,185,4,2,1,196,163,144,6,47,68,687,1665,1117,14,229,4,542,496,18,1344,1101,28,706,72,112,5,145,3,0
13,15,0,1,3,2,2,0,1,0,0,2,5,3,2,3,3,6,1,1,3,3,0,66,2,0,2,1,0,6,3,3,3,0,1,13,3,2,3,1,2,2,0
13,16,1,0,4,46,2,4,1,3,4,3,22,1,0,3,5,2,4,1,1,2,2,4,3,4,2,2,1,3,2,1,3,0,2,1,2,5,1,2,4,4,1
14,1,0,38,342,302,304,34,25,5,659,70,220,26,1,3,1,44,4,3,3,5,30,5,90,144,2052,1452,1264,1104,1087,369,12,39,3,12,6,18,106,100,45,191,236
14,2,0,0,5,3,5,3,4,13,3,6,5,9,2,8,70,11,2,4,8,177,46,499,1044,989,712,1193,1776,3647,3403,2832,3168,3711,2849,3913,1184,1204,728,1015,1606,1746,2341
14,3,1,0,3,1,13,9,2,2,3,54,445,752,1375,2140,1320,536,474,226,243,104,3,129,230,307,1669,1792,901,1379,1847,1895,2994,2534,1672,2179,1917,2449,2139,1632,1455,845,968
14,4,0,0,1,6,1,4,3,2,1,5,3,2,0,0,5,2,1,24,16,13,57,4,140,1,32,31,152,1306,25,44,28,110,1,179,139,291,56,51,35,16,62
14,5,0,17,5,186,8,35,49,120,80,570,4,1,58,271,1,4,1,1,8,20,262,15,501,3,1,3,4,2,2,16,6,62,166,794,870,568,744,2539,757,994,961
14,6,0,5,4,3,2,2,5,18,147,15,375,11,2,3,1,8,100,576,706,328,71,10,48,112,566,138,204,232,738,307,758,1169,529,1133,759,736,977,10,7,5,12
14,7,5,28,317,250,192,1131,656,697,450,225,83,91,68,181,185,310,616,968,795,318,989,1423,2191,2024,1437,1116,1252,1467,2190,1436,1442,1753,493,1071,816,576,961,1556,1144,1043,1436
14,8,1,1,12,16,20,37,77,210,720,394,1741,528,801,745,527,549,810,2027,495,462,906,2051,2580,3728,2899,2914,3540,4482,1949,2243,1253,955,35,485,1149,596,575,2688,2709,2104,2509
14,9,1,24,725,356,381,163,368,73,5,135,8,214,4,46,18,2,5,1,16,258,6,1,4,2,93,38,74,237,371,226,184,207,59,475,263,194,245,178,509,629,594
14,10,2,7,7,7,6,22,346,68,139,1,451,2,3,2,1,4,4,3,2,1,7,4,1,1,5,4,269,4,53,1659,1999,2122,1306,2729,3996,4154,3927,2820,3052,3219,5535
14,11,0,14,2,1,2,3,7,6,16,3,1,2,2,3,2,5,2,2,2,2,5,2,7,7,10,14,36,84,198,73,3,925,26,40,22,6,648,7,2,1,2
14,12,1,0,21,1,35,3,1,2,5,6,3,12,3,3,2,13,16,2,3,7,2,3,0,0,2,31,38,10,3650,24,0,1,2,2,2,4,8,3,1,100,286
14,13,0,0,1,5,2,3,1,3,2,4,2,3,1,4,2,3,13,505,38,3,1,1,4,4,3,19,5,15,77,467,397,956,1442,3604,3104,3672,4712,1392,3458,3019,3328
14,14,0,0,3,2,2,2,0,2,2,3,1,30,4,3,0,1,2,3,347,3,2,1,7,3,2,1,7,1,195,197,3,3,1,1,5,4,2,4,1,1,5
14,15,1,1,1,2,6,2,2,2,1,1,1,3,0,139,54,3,3,17,0,91,0,2,24,61,62,449,21,97,304,357,2682,3557,1270,2564,527,357,16,686,233,1517,528
14,16,25,17,336,68,12,3,0,8,22,6,0,4,5,6,1,12,52,2,3,4,234,1,225,377,5,7,5,3,4,3,7,7,25,1,7,6,2,2,7,1,1
15,1,0,1,156,2,2,3,1,4,1,2,333,6,3,3,6,53,6,62,2,3,1,1,3,5,1,1,5,1,6,4,0,3,3,1,1,14,2,6,21,7,5
15,2,0,0,4,1,1,3,3,4,8,3,74,158,159,331,577,323,732,947,980,782,1349,1426,2035,3568,269,84,15,9,6,0,6,4,0,2,4,1,2,4,4,5,2
15,3,0,0,2,2,2,5,1,3,2,20,4,1,18,3,101,75,319,71,0,1,1,1,3,7,28,7,2,3,1,0,0,2,4,1,3,2,1,0,0,5,4
15,4,0,0,5,2,6,19,3,24,15,5,5,2,22,75,256,189,367,724,1035,1799,1248,1895,2150,1844,1591,1035,467,123,4,17,137,41,1,4,0,2,2,9,4,3,10
15,5,3,51,36,13,353,11,195,385,510,4,4,107,372,584,3,3,2,3,3,3,1,1,2,2,1,0,5,1,3,1,4,4,0,1,2,2,4,4,2,2,1
15,6,0,1,1,2,6,2,3,4,3,2,1,0,4,1,1,2,0,79,2,1,0,5,17,4,3,3,22,1,3,4,3,0,1,4,1,3,0,3,1,3,2
15,7,0,0,2,4,0,5,1,3,2,1,3,0,10,4,0,1,4,3,1,1,4,1,179,2229,9,258,253,204,1493,509,678,846,3,24,2,0,2,1,3,0,6
15,8,0,0,5,1,1,1,1,2,3,1,4,0,0,5,6,0,2,3,7,3,3,3,3,1,5,2,4,2,8,3,3,2,1,4,1,3,2,4,3,4,3
15,9,0,0,16,3,2,2,1,3,1,6,2,2,2,2,4,1,4,1,126,4,3,3,2,1,2,4,1,2,5,7,7,2,2,1,4,3,1,2,1,1,2
15,10,0,1,2,4,2,0,3,1,2,3,2,0,4,2,2,0,2,0,5,0,5,6,5,1,3,2,0,4,2,4,4,2,0,3,2,1,4,2,6,2,2
15,11,0,0,0,0,3,4,1,2,1,1,2,1,3,1,2,0,5,3,2,0,4,2,1,4,6,1,0,2,3,0,1,1,2,1,3,3,3,0,2,3,1
15,12,0,0,1,0,7,0,3,4,5,1,137,11,1,9,2,4,4,1,0,3,1,2,1,2,2,5,3,2,2,4,2,2,0,5,1,4,2,0,2,2,1
15,13,0,1,1,3,3,4,2,5,1,5,2,2,0,0,2,2,2,343,3,1,3,2,1,3,0,2,1,1,2,0,3,4,0,1,1,1,2,1,5,5,0
15,14,0,1,4,2,3,3,6,2,52,297,1,1,1,0,2,2,2,7,1,4,4,2,5,4,4,1,1,3,3,0,2,0,1,2,4,1,2,3,5,3,1
15,15,0,1,3,0,1,6,1,4,2,1,3,11,4,2,4,1,2,3,54,1,5,3,7,159,3,1,4,1,1,3,1,4,2,2,4,1,1,3,1,4,0
15,16,0,1,4,3,3,4,2,1,3,2,7,1,4,8,11,31,0,2,6,2,2,2,1,2,355,515,7,3,0,6,4,3,0,1,3,1,4,3,2,2,2
16,1,0,0,2,2,0,3,0,1,0,2,4,13,7,5,5,42,0,2,5,0,2,0,3,1,1,5,4,2,1,3,3,1,230,4,3,0,3,3,3,2,5
16,2,2,0,1,2,3,3,0,1,0,2,0,14,1,3,1,3,2,2,0,3,2,1,2,1,5,7,3,3,3,3,2,1,2,3,0,2,2,2,4,1,2
16,3,0,0,1,3,3,3,2,3,2,3,14,0,2,2,1,3,3,2,2,1,2,2,2,1,2,3,1,2,12,4,2,5,1,3,1,4,2,1,3,0,5
16,4,1,0,1,3,2,1,2,2,1,1,2,2,0,2,0,5,2,1,4,3,5,2,3,1,3,1,3,5,1,0,1,0,2,2,3,0,2,4,1,0,1
16,5,1,1,0,3,6,1,2,19,46,4,1,1,3,3,1,0,1,3,2,3,17,6,1,4,1,2,2,2,2,1,3,3,2,1,2,1,2,2,2,2,2
16,6,0,0,4,1,4,6,2,2,2,5,3,3,4,8,8,529,7,4,1,3,5,3,75,8,3,3,52,4,102,154,558,274,4,2,2,2,1,1,1,2,3
16,7,1,0,1,0,0,2,4,2,2,0,4,1,3,6,2,3,3,1,1,0,3,2,1,3,3,2,6,2,2,0,1,1,1,3,3,4,2,0,1,1,2
16,8,0,0,1,3,2,1,1,1,3,4,1,3,6,1,3,2,2,3,2,2,1,3,2,1,3,3,2,2,4,4,1,3,4,1,2,0,1,2,2,2,5
16,9,1,0,1,4,2,1,5,1,1,1,1,3,4,0,2,26,75,145,470,705,649,96,920,1321,365,577,2450,1640,3293,2269,2550,3872,209,432,19,2,3,2,3,3,1
16,10,0,0,5,1,5,2,2,0,1,5,1,1,3,3,2,5,4,0,2,3,2,1,52,2,4,0,1,2,2,2,1,4,2,5,2,4,2,1,7,2,1
16,11,1,0,1,4,1,3,1,3,1,4,5,4,3,1,2,1,4,2,0,1,0,2,2,2,2,5,2,0,90,2,2,0,1,1,0,1,4,0,3,3,5
16,12,0,0,5,1,0,6,1,1,0,3,1,1,2,7,1,1,3,5,4,4,2,3,3,2,0,2,2,2,1,1,0,4,2,5,2,1,2,1,0,1,2
16,13,0,0,2,4,3,2,2,4,2,1,5,0,2,7,1,3,5,2,5,29,126,188,73,501,4,31,34,75,6,2,3,1,3,3,2,2,1,1,0,4,2
16,14,2,0,3,4,3,4,0,5,2,0,0,1,3,3,5,0,0,2,2,3,4,1,6,4,3,1,3,2,2,3,2,2,1,3,1,4,2,3,4,3,3
16,15,0,2,1,2,1,2,4,1,1,5,2,0,5,2,1,3,1,2,2,0,2,5,0,1,0,2,3,0,221,2,0,4,3,6,40,45,481,873,171,120,162
16,16,1,0,1,2,0,1,1,1,0,1,3,2,1,3,1,2,2,5,1,1,5,1,5,3,1,3,4,0,2,3,0,3,6,3,1,3,5,2,2,1,1
17,1,0,0,3,1,0,1,1,0,1,2,2,3,3,3,2,3,2,3,3,2,3,2,1,1,4,0,0,3,2,1,3,2,0,4,2,3,1,2,2,1,3
17,2,0,1,4,4,5,139,132,188,573,260,3,3,11,164,1,1,2,2,4,1,2,4,0,1,4,3,2,2,2,1,1,2,2,1,0,1,3,1,1,2,2
17,3,0,1,2,4,4,5,3,1,2,0,1,4,2,2,2,1,0,5,1,4,1,5,31,309,3,4,1,2,1319,575,440,639,230,487,679,671,673,290,302,225,131
17,4,0,0,1,5,1,1,1,3,3,5,0,0,1,2,3,1,0,3,3,1,2,2,3,0,2,1,1,1,1,3,0,1,1,3,3,2,3,2,2,1,0
17,5,0,0,1,4,1,3,3,1,0,0,3,2,2,0,3,2,2,4,1,4,3,2,3,2,2,1,3,2,2,5,0,5,1,1,0,1,2,1,5,1,7
17,6,0,0,1,2,1,1,3,0,3,3,5,4,3,3,2,4,0,2,1,1,6,5,1,4,1,1,1,0,2,1,1,1,2,0,1,1,0,3,1,1,0
17,7,0,1,3,2,0,1,2,3,4,4,5,4,2,1,6,3,1,1,20,4,5,4,2,4,5,5,0,2,2,52,1,3,2,3,3,2,3,2,0,2,4
17,8,0,0,2,3,1,2,2,3,4,3,5,1,1,0,3,3,4,5,3,3,3,2,1,2,1,2,2,5,2,0,1,1,1,2,1,8,4,1,1,1,3
17,9,0,0,5,4,4,4,0,3,3,1,4,1,0,2,1,299,30,26,58,1,0,1,0,2,5,3,3,2,4,1,0,1,3,1,2,3,1,1,3,3,0
17,10,0,0,2,2,4,2,1,3,8,2,1,1,5,2,3,1,2,0,5,2,4,0,3,3,0,35,1,2,3,2,3,1,1,0,1,2,3,1,2,1,3
17,11,0,0,1,2,2,1,5,2,3,2,4,8,330,33,1,84,2,1,3,2,1,3,2,4,2,1,3,72,3,3,4,2,4,3,1,3,9,1,7,2,2
17,12,0,0,3,3,0,1,3,1,1,1,25,4,3,41,1,1,5,2,3,2,1,4,5,4,3,2,3,3,2,1,0,3,2,3,3,1,1,3,3,0,2
17,13,0,0,1,4,25,1,2,1,1,3,3,11,40,1511,4,4,5,63,4,5,0,8,6,5,2,1,2,2,1,2,5,2,2,177,1,0,1,1,1,5,6
17,14,0,0,1,2,2,5,5,2,3,0,2,3,3,7,5,1,2,2,10,3,3,0,2,2,4,0,4,1,0,2,5,2,2,3,1,1,2,1,1,1,1
17,15,0,0,0,1,1,1,2,2,3,3,2,5,37,4,1,3,3,2,4,4,3,0,2,10,11,325,11,2,4,6,3,3,1,3,3,4,12,0,2,4,3
17,16,0,0,7,5,4,2,2,2,6,0,2,6,2,0,2,2,2,2,1,2,2,0,1,0,4,1,1,1,3,3,0,1,2,4,0,2,4,6,1,35,11
18,1,0,0,3,1,8,0,2,3,0,2,2,2,2,1,2,4,3,2,4,2,1,1,3,2,3,1,2,0,1,0,2,0,2,2,2,1,3,3,3,1,1
18,2,0,0,4,1,0,1,1,2,2,4,2,3,1,3,1,3,4,5,1,1,2,1,8,2,1,4,2,0,2,2,2,4,1,1,6,3,1,2,1,2,9
18,3,0,0,1,0,1,2,6,5,3,2,2,2,3,3,3,0,1,1,4,7,124,30,34,103,9,6,4,2,0,0,1,3,1,6,1,3,4,3,46,54,293
18,4,0,0,104,155,58,3,3,0,2,6,2,5,3,3,3,1,3,3,3,2,4,2,2,2,5,12,26,31,168,413,368,914,1695,1453,1038,1385,1919,1497,18,1,1
18,5,0,0,1,1,2,3,2,2,4,0,2,2,1,3,4,0,25,2,1,3,1,3,1,0,2,3,3,2,2,1,3,2,5,2,5,3,1,4,3,0,1
18,6,0,0,1,3,2,2,1,3,2,5,6,3,84,1,6,2,2,5,2,3,0,1,2,1,2,3,4,1,1,4,0,5,2,0,1,25,91,281,1,5,5
18,7,0,0,3,1,3,1,1,3,5,6,937,635,1153,382,826,760,555,1308,72,2,2,3,4,5,1,0,1,2,1,1,3,2,2,2,0,4,4,2,1,2,3
18,8,0,0,3,4,2,1,0,5,1,1,2,2,1,2,3,2,26,0,7,1,0,0,5,1,0,4,1,4,6,3,2,1,3,3,2,3,2,2,2,1,2
18,9,1,1,9,11,1,2,6,2,3,4,0,1,2,3,2,2,5,2,4,1,7,2,4,2,3,3,4,4,3,6,0,6,3,3,1,0,6,2,3,3,2
18,10,0,0,2,5,3,3,3,3,1,2,1,3,2,4,1,1,1,1,5,4,2,1,3,2,3,2,1,2,13,3,5,3,1,2,2,2,5,1,1,1,5
18,11,0,0,4,3,5,2,1,3,3,1,128,1,0,2,77,0,2,2,4,3,5,8,1,1,3,29,3,8,0,2,2,0,3,3,2,2,0,1,4,3,4
18,12,0,0,2,1,3,46,124,57,3,2,1,4,0,3,3,40,4,2,4,2,3,2,5,3,3,3,1,0,11,1,2,916,2,2,3,3,5,2,0,0,1
18,13,0,0,4,2,2,4,0,5,13,5,6,2,2,2,1,1,0,3,6,4,2,1,4,1,5,3,1,5,3,5,0,5,2,2,2,3,3,0,0,3,1
18,14,0,0,1,2,46,457,414,167,34,38,2,3,4,3,1,2,4,2,2,1,4,1,13,3,3,4,4,0,0,1,5,1,2,2,1,1,0,1,1,3,2
18,15,0,1,5,0,7,5,1,28,3,1,5,1,2,1,81,169,96,72,5,0,1,6,3,5,3,5,0,3,2,4,2,1,1,1,2,1,5,1,2,5,2
18,16,0,1,142,12,0,7,3,2,2,1,3,2,3,1,1,8,1,19,4,0,9,0,2,1,3,1,0,1,0,5,2,3,3,1,2,0,1,1,4,1,3
19,1,1,1,74,196,0,2,1,0,1,0,6,1,0,0,3,3,5,1,2,0,3,4,1,2,1,6,3,2,0,1,4,4,2,1,1,1,3,3,6,4,3
19,2,0,0,2,5,36,214,7,7,361,127,5,1,6,2,6,1,3,3,3,4,4,4,2,2,4,0,6,3,0,6,4,2,2,0,4,4,3,9,6,4,8
19,3,0,1,11,32,48,1,38,6,0,5,1,3,4,3,4,0,5,1,1,4,4,0,5,3,2,3,2,3,3,2,2,1,2,2,2,21,4,1,4,10,1
19,4,1,1,13,15,23,162,25,40,67,70,21,11,21,26,1,3,3,2,4,6,48,6,0,7,0,3,5,0,8,5,3,12,3,14,32,49,10,17,13,10,26
19,5,0,1,1,4,140,1,5,0,5,3,1,5,2,0,4,4,2,0,2,5,1,4,1,1,2,3,4,4,1,3,3,1,3,3,2,1,1,1,0,2,0
19,6,1,0,2,13,7,22,2,1,4,3,80,184,237,658,970,1382,719,809,721,1152,1314,895,1184,1312,1682,1080,1283,1347,1670,1721,2080,2198,1067,2584,3160,2366,3409,2823,964,1075,1873
19,7,0,0,11,4,0,2,4,3,1,0,1,7,1,2,70,13,159,4,4,2,3,3,7,44,64,96,162,237,818,556,724,1082,473,777,652,762,876,1046,925,730,607
19,8,1,0,2,1,2,2,5,2,3,2,3,3,3,2,1,1,1,4,3,2,4,3,2,6,2,3,2,2,6,2,2,2,2,0,2,3,1,1,1,2,4
19,9,0,0,2,4,1,14,2,2,42,125,3,2,1,3,0,0,3,5,1,2,6,1,2,3,1,3,6,8,3,8,2,2,1,2,4,1,5,82,14,96,13
19,10,1,1,0,5,4,59,7,2,5,1,1,2,0,2,2,5,1,5,3,3,1,3,2,2,2,5,1,1,1,2,6,2,3,10,1,4,4,3,3,3,2
19,11,0,1,1,3,2,3,4,2,1,5,3,3,4,5,3,4,2,2,1,4,2,3,2,2,2,2,4,2,3,1,3,5,2,2,3,3,2,6,3,2,6
19,12,0,0,3,2,2,0,2,5,2,0,1,1,0,2,5,3,0,6,0,4,0,1,2,4,1,5,2,2,1,0,2,2,1,0,4,1,1,3,3,2,2
19,13,0,1,2,2,2,3,3,2,2,3,0,3,2,0,2,0,2,3,3,3,4,0,1,5,1,1,2,3,0,1,4,2,2,4,1,1,3,2,4,2,2
19,14,0,0,3,0,4,2,1,3,8,1,1,0,4,1,4,4,2,1,0,1,0,4,2,4,1,2,3,3,0,5,0,1,3,3,0,1,1,1,4,0,2
19,15,1,1,4,3,4,4,1,2,1,2,5,4,4,3,1,2,3,1,1,2,1,1,1,2,0,5,1,1,3,2,5,1,1,1,0,2,4,5,3,5,3
19,16,0,0,3,1,4,3,5,4,3,2,3,3,12,1,87,86,562,332,568,273,101,396,329,853,492,459,536,324,1742,632,776,791,120,788,1083,1348,1134,787,1342,1413,1807
20,1,1,1,4,1,2,5,2,3,2,2,4,1,0,4,1,4,2,1,2,3,4,3,1,2,2,0,5,2,2,2,1,1,4,1,1,3,1,2,3,0,2
20,2,1,32,136,295,293,215,161,23,35,20,3,3,2,2,1,2,1,3,2,1,4,2,2,7,19,48,7,16,22,28,48,165,7,41,13,12,14,9,7,7,15
20,3,1,1,3,4,0,4,5,0,1,1,279,423,386,630,414,385,343,73,25,2,1,3,1,2,4,4,2,2,4,18,4,9,1,7,11,4,9,148,31,9,35
20,4,1,1,4,2,2,1,2,0,2,3,1,3,2,2,3,3,2,18,11,1,3,17,3,43,53,13,8,2,3,4,3,36,6,14,23,10,7,5,9,7,4
20,5,1,2,5,2,0,4,2,2,0,3,74,46,116,0,2,2,2,1,3,2,0,5,2,1,5,1,1,2,1,0,176,63,3,0,0,1,8,5,1,3,2
20,6,1,0,4,3,1,2,3,55,3,1,1,0,2,3,7,7,2,2,3,2,0,0,0,3,3,2,1,3,3,3,1,1,3,4,1,2,1,4,24,9,412
20,7,0,0,2,0,0,1,5,55,101,3,3,5,4,29,839,1050,1125,487,908,880,894,1116,1153,1618,1502,1865,2169,1570,1921,1587,1891,1595,507,1668,1924,1733,2286,590,639,795,532
20,8,0,0,3,2,1,1,2,1,3,2,1,2,5,1,1,2,1,3,3,3,0,3,3,0,4,5,15,13,215,1359,1242,1860,261,448,827,647,325,1628,397,538,777
20,9,0,1,5,1,1,1,2,4,2,3,2,0,0,5,4,1,2,2,1,1,9,232,43,18,197,181,232,102,2124,2118,2391,2052,51,462,81,39,9,0,1,4,2
20,10,0,1,5,1,0,3,3,2,4,0,4,5,20,235,12,2,1,0,2,3,3,0,2,3,4,0,0,3,0,4,2,4,2,2,3,0,6,700,157,8,48
